"Date","US","USr","USF","USFr","USIPI","USM1","USCPI","USInt","USInf","USYGap","USUIP","USPPP","USMF","USTR","AU","AUr","AUF","AUFr","AUIPI","AUM1","AUCPI","AUInt","AUInf","AUYGap","AUUIP","AUPPP","AUMF","AUTR","EK","EKr","EKF","EKFr","EKIPI","EKM1","EKCPI","EKInt","EKInf","EKYGap","EKUIP","EKPPP","EKMF","EKTR","NZ","NZr","NZF","NZFr","NZIPI","NZM1","NZCPI","NZInt","NZInf","NZYGap","NZUIP","NZPPP","NZMF","NZTR","UK","UKr","UKF","UKFr","UKIPI","UKM1","UKCPI","UKInt","UKInf","UKYGap","UKUIP","UKPPP","UKMF","UKTR","CN","CNr","CNF","CNFr","CNIPI","CNM1","CNCPI","CNInt","CNInf","CNYGap","CNUIP","CNPPP","CNMF","CNTR","JP","JPr","JPF","JPFr","JPIPI","JPM1","JPCPI","JPInt","JPInf","JPYGap","JPUIP","JPPPP","JPMF","JPTR","NW","NWr","NWF","NWFr","NWIPI","NWM1","NWCPI","NWInt","NWInf","NWYGap","NWUIP","NWPPP","NWMF","NWTR","SD","SDr","SDF","SDFr","SDIPI","SDM1","SDCPI","SDInt","SDInf","SDYGap","SDUIP","SDPPP","SDMF","SDTR","SW","SWr","SWF","SWFr","SWIPI","SWM1","SWCPI","SWInt","SWInf","SWYGap","SWUIP","SWPPP","SWMF","SWTR","AUVOL","NZVOL","UKVOL","CNVOL","JPVOL","NWVOL","SDVOL","SWVOL","EKVOL","AUMA2-9","AUMA3-9","NZMA2-9","NZMA3-9","UKMA2-9","UKMA3-9","CNMA2-9","CNMA3-9","JPMA2-9","JPMA3-9","NWMA2-9","NWMA3-9","SDMA2-9","SDMA3-9","SWMA2-9","SWMA3-9","EKMA2-9","EKMA3-9","AUBB20","AUBB50","NZBB20","NZBB50","UKBB20","UKBB50","CNBB20","CNBB50","JPBB20","JPBB50","NWBB20","NWBB50","SDBB20","SDBB50","SWBB20","SWBB50","EKBB20","EKBB50","AUTSE","NZTSE","UKTSE","CNTSE","JPTSE","NWTSE","SDTSE","SWTSE","EKTSE","AUDC","NZDC","UKDC","CNDC","JPDC","NWDC","SDDC","SWDC","EKDC"
"1988-01",90.0553,0.0385958963748736,NA,NA,419.339018082216,662.830589145683,397.390800910015,6.688,1.23422126066881,4.3499815719622,NA,NA,-4.50042392608101,0.4500423926081,0.708,-0.0193905817174516,NA,NA,414.441961485441,314.294465323438,390.755302995669,NA,2.1380300345701,7.70155210356161,NA,-6.29018672905757,-343.293756040182,2.31988888691763,NA,NA,NA,NA,NA,697.575872781856,406.758982491328,NA,0.683315716419166,NA,NA,NA,NA,NA,0.6595,-0.00106028476219333,NA,NA,411.792713452498,NA,402.626199057222,NA,2.68521743619777,0.000879531877290314,NA,5.65167145403124,NA,1.17641691388182,1.7691,-0.061983032873807,2.18606269510926,-0.0215389184689514,455.841395197965,532.531950525061,399.886103406048,8.5,NA,6.6543662861426,0.211631126938503,1.92483155334056,-167.371486679064,NA,0.783699059561129,0.0189655172413794,0.949348249439749,0.0990721726698836,413.479848901374,441.744203989484,409.342747515962,8.313,1.15074159617318,6.69848687857871,0.191750601871529,12.1956767908689,-214.983485790435,-1.10993664516867,0.00782778864970646,-0.0508806262230921,0.00521818637223538,-0.0208135393766647,452.94439821265,688.265590867706,450.127526249187,4.125,0.254037205176765,2.65330048820764,-0.40553014664352,57.5868005682559,-3.32030317932765,-7.39862424843912,0.156678417547983,-0.0254602428515472,NA,NA,NA,NA,406.335256678298,NA,2.10767709716788,NA,NA,10.7980156384164,NA,NA,0.1657824933687,-0.039290450928382,NA,NA,NA,NA,403.041030292601,NA,1.26198640986395,NA,NA,7.44730801329122,NA,NA,0.731368390258173,-0.070065091786733,0.208146987237888,-0.374533590468901,NA,446.594260081869,423.166875308532,1.188,0.406765366856048,NA,-1.25667278710826,26.0889123908494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988-02",90.0649,0.000106601166172338,NA,NA,419.771309519913,663.028752893733,397.563609848922,6.75,1.17677607723597,4.1333901061481,NA,NA,-4.50053052156568,0.450053052156568,0.7186,0.0149717514124295,NA,NA,414.441961485441,317.404580895041,391.36416946436,NA,2.08709292715144,7.34633686105,NA,-5.86898998025868,-339.964373559917,2.27366894838926,NA,NA,NA,NA,NA,697.355800068133,407.008602207532,NA,0.699406326537106,NA,NA,NA,NA,NA,0.6645,0.00758150113722511,NA,NA,411.598785021098,NA,403.386888764581,NA,2.64333763495308,-0.00188732234276256,NA,6.231999316488,NA,1.16311466207778,1.7735,0.00248714035385245,2.30280393548387,0.0534025124877655,454.626907806793,532.494956034871,400.144314568347,9.063,NA,7.42669745088004,0.261172487585941,2.00774972419414,-165.962350140973,NA,0.793273044581945,0.0122164048865621,0.953258305056988,0.00411867364746965,413.526255213465,442.668924458007,409.597656311723,8.313,1.14442244622436,7.01478868827863,0.183718430174265,12.2656342608977,-213.88318633118,-0.986954014394147,0.00778513040093422,-0.00544959128065381,0.00546265020906842,0.0468484295872935,455.81309879823,688.495430112212,450.127526249187,4.438,0.226469679782495,2.95114054995717,-0.354281497154976,57.4194561238217,-5.7195723362818,-7.28563016418148,0.157344032727559,0.00424828888364415,NA,NA,NA,NA,406.853090482908,NA,1.95510354265655,NA,NA,11.1388012137392,NA,NA,0.166889185580774,0.00667556742323105,NA,NA,NA,NA,403.943068634465,NA,1.53507431258165,NA,NA,8.16988403175783,NA,NA,0.718132854578097,-0.018096947935368,0.225910696704697,0.0853421406792065,NA,447.006040550743,423.549684197798,1.438,0.501375529154098,NA,-1.15651481230618,26.3171750416961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988-03",87.5322,-0.0281208328660776,NA,NA,420.012998759301,663.56840540445,397.822264614235,6.688,1.14537128363188,4.3032781395685,NA,NA,-4.47200672566818,0.447200672566817,0.7412,0.0314500417478429,NA,NA,414.383289531329,322.525543183224,391.965381659105,NA,2.0330983552461,6.99920920019004,NA,-5.55739817055941,-335.113668208684,2.15692353053943,NA,NA,NA,NA,NA,700.090312262178,407.329115302427,NA,0.748580086348367,NA,NA,NA,NA,NA,0.654,-0.0158013544018057,NA,NA,411.414718951828,NA,404.138321073385,NA,2.59824128792944,-0.00459776633534068,NA,6.74070438667533,NA,1.07444697718843,1.8865,0.0637158161826896,2.33113293444329,0.012301958722102,456.142726304017,539.951020951052,400.669661903083,8.5,NA,6.00116017168881,0.211631126938504,2.21267402842556,-160.381835258537,NA,0.810241451952682,0.0213903743315509,0.981500863948404,0.0296273934793858,414.311885324968,446.699947692943,410.108843775545,8.313,1.21202201600147,6.73710365732524,0.191750601871529,12.4970021482145,-210.95692129027,-0.906341564491378,0.008058017727639,0.0350523771152296,0.00530667842807444,-0.0285524013115577,453.696628889326,690.693794505575,450.127526249187,4.063,0.195654655841295,5.42077959768424,-0.417701478680219,57.1263493271631,-1.7371533366904,-7.02545972859061,0.160384923817161,0.0193263833199679,NA,NA,NA,NA,407.791025575868,NA,2.08852079685458,NA,NA,11.7989395407647,NA,NA,0.170328734457503,0.0206097768693578,NA,NA,NA,NA,404.212101071813,NA,1.51794628316201,NA,NA,8.1598614346606,NA,NA,0.73394495412844,0.0220183486238532,0.262532339210875,0.162106721993998,NA,449.049980100449,423.780978391347,1.75,0.552869043866728,NA,-1.02805975998951,26.2680350246675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988-04",87.9404,0.0046634267161112,NA,NA,420.561756463153,664.391993300464,398.421342596864,7.0625,1.19122145096378,4.28276146918485,NA,NA,-4.47665931229815,0.447665931229818,0.7576,0.0221262817053427,NA,NA,414.324583133026,326.300753622811,392.590618653674,NA,2.07179261904267,6.60269984876019,NA,-5.5531242060792,-331.576466610416,2.1081630106838,NA,NA,NA,NA,NA,699.896342055619,407.505980081023,NA,0.729768765096601,NA,NA,NA,NA,NA,0.6727,0.0285932721712536,NA,NA,411.215404254947,NA,404.469903233169,NA,2.35667695411043,0.000167084924550852,NA,6.44501645025616,NA,0.675422171268333,1.8785,-0.00424065730188183,2.12605426356589,-0.0879738207320949,455.33715007542,541.95965059278,400.250335855652,8.125,NA,7.2806189194598,0.123794217346664,1.1985196727565,-157.838209905983,NA,0.813537260006508,0.0040676863000324,0.971199519697692,-0.0104955019695766,414.145076964937,447.092997077962,410.530098745261,8.625,1.14926848714965,7.18947517089568,0.177140198051957,12.3151196996717,-210.675953173012,-1.00377004551728,0.0080051232788985,-0.00656420108869682,0.0048093291334361,-0.0937213930294257,456.334769113425,692.169467263729,449.922060797821,3.8438,0.0855964288660793,2.95325511196516,-0.509524145475003,56.3283917333723,-3.16786515459219,-7.42422734220574,0.161943319838057,0.00971659919028345,NA,NA,NA,NA,408.129309447737,NA,2.04411303682408,NA,NA,11.5284757333873,NA,NA,0.170212765957447,-0.000680851063829646,NA,NA,NA,NA,405.081056019837,NA,1.75440135561217,NA,NA,8.43041948300382,NA,NA,0.717617509867241,-0.0222461428058843,0.278146321653969,0.0594745107975139,NA,449.212466058754,424.000213464446,2.125,0.566884790779714,NA,-0.947789398933526,25.9106894355226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988-05",88.9839,0.01186599105758,NA,NA,420.454335452018,664.859587346356,398.675935154216,7.5,1.18674336960405,4.56364516486277,NA,NA,-4.48845545449156,0.448845545449154,0.8021,0.0587381203801478,NA,NA,414.267430295261,332.751495997463,393.219811236478,NA,2.10972740848685,6.21520024518219,NA,-5.23560192712921,-325.700664201527,2.07319175906906,NA,NA,NA,NA,NA,697.770009722397,407.794414085432,NA,0.759717916432292,NA,NA,NA,NA,NA,0.693,0.0301768990634754,NA,NA,411.025888450853,NA,404.803880934559,NA,2.12031919791533,-0.0069834759957564,NA,6.49467106013489,NA,0.293833772367587,1.8382,-0.0214532871972318,1.81787167058824,-0.144955186826117,456.543093841907,540.617575991019,400.489384883275,7.406,NA,6.25824140946053,-0.0111204269133458,1.2046628971172,-160.939556577169,NA,0.810438447199935,-0.00380906070183962,0.941538784246984,-0.0305403110783468,414.752191399172,446.674684728314,410.796800691238,8.875,1.13468285725218,6.69862510316224,0.149940147290915,12.3310454219443,-212.272578680274,-1.09769731689229,0.00799296618975302,-0.00151866357605313,0.00481928843793932,0.0020708303022936,455.392952179449,694.397726968892,449.818613088082,4.125,0.0579859136111516,5.19653812953339,-0.505935638471799,55.9718712841954,-0.571283754566377,-7.22703401594182,0.159616919393456,-0.014365522745411,NA,NA,NA,NA,408.594269854126,NA,2.03669876372671,NA,NA,11.7533132882579,NA,NA,0.166875260742595,-0.0196078431372548,NA,NA,NA,NA,405.664269503809,NA,1.89478304619068,NA,NA,8.77884303691907,NA,NA,0.692616705914947,-0.0348386203075218,0.315751733578873,0.135200105114771,NA,445.802656594371,424.098136919177,2.875,0.638880942248692,NA,-0.78552050069096,25.7894802916833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988-06",92.5257,0.0398027058827495,NA,NA,420.713738969722,665.711205396534,399.101901165464,7.75,1.18086466709118,4.19527356276851,NA,NA,-4.52748644376643,0.452748644376641,0.7945,-0.00947512778955251,NA,NA,414.616188594896,332.945072197858,393.850913066397,NA,2.14630115112989,5.83802218002331,NA,-5.02094580606181,-326.438540530844,2.11452416838972,NA,NA,NA,NA,NA,693.027382267938,408.100599778292,NA,0.777428162418268,NA,NA,NA,NA,NA,0.673,-0.0288600288600287,NA,NA,410.841181943354,NA,405.138486778197,NA,1.88851364512201,-0.00502653075624222,NA,6.43259556206951,NA,-0.00181609851317788,1.7085,-0.0705581547165707,2.03809405714286,0.121142977316634,456.842321062097,534.220984231238,401.025618183981,9.438,NA,7.22830297666716,0.176399292851698,1.38810122594383,-168.154419050245,NA,0.824402308326463,0.0172300082440229,0.924555411612295,-0.0180378895897221,414.273782223867,450.542719578097,411.148023766879,8.813,1.14075521055178,6.97601361961657,0.114654336854834,12.2392192313762,-208.53543244262,-1.00601210226192,0.0074889537931551,-0.063056990938366,0.00444030768901584,-0.0786383205329632,455.603246142654,688.546774686566,449.922060797821,4.188,0.0579125404967407,3.88502674388356,-0.522705433915325,55.7144858040526,-7.15961171120386,-7.28690145218542,0.150602409638554,-0.0564759036144578,NA,NA,NA,NA,408.898019972295,NA,2.03900920198057,NA,NA,11.6892307703189,NA,NA,0.159108989657916,-0.0465393794749405,NA,NA,NA,NA,406.39884422072,NA,2.03787273513629,NA,NA,9.13510889729793,NA,NA,0.664010624169987,-0.0413014608233733,0.336786188579017,0.0666170689285868,NA,440.228259057367,424.332475523342,3.438,0.592149472738175,NA,-0.678849875859121,25.6400314872552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988-07",93.2583,0.00791780013553001,NA,NA,420.762860367544,666.108718262097,399.524220117889,8.0625,1.22787032252761,4.19356638742794,NA,NA,-4.53537306260584,0.453537306260586,0.8025,0.0100692259282569,NA,NA,414.963734797081,335.473450725181,394.472250159116,NA,2.17662391624326,5.86565700999864,NA,-4.83194653479479,-324.616118542475,2.07353410631002,NA,NA,NA,NA,NA,691.479444581322,408.516926428665,NA,0.816541577368728,NA,NA,NA,NA,NA,0.663,-0.0148588410104012,NA,NA,410.679617152497,NA,405.454634901442,NA,1.80594002492017,-6.3909967352632e-05,NA,6.34139507234982,NA,-0.186397983385681,1.71,0.000877963125548664,2.15813793103448,0.0589000657113496,457.339051945207,535.106635090465,401.843496812175,10.4375,NA,7.29012374157217,0.232752410420847,1.78278332377158,-168.114768119809,NA,0.825968448005286,0.00189972743041222,0.91715536466507,-0.00800389771589882,413.577437198524,451.272589559681,411.501282781721,9.063,1.14571697791716,6.18284727521587,0.104720310770403,12.1682613685638,-207.459506828664,-1.14112806499327,0.00751597143930853,0.00360766629086817,0.00450958286358512,0.0156014356258785,456.021466018623,688.404131236154,450.127526249187,4.4375,0.112739265699977,3.7284655141827,-0.510825623765991,55.4940311287222,-8.07246767959795,-7.2686097854382,0.147275405007364,-0.0220913107511046,NA,NA,NA,NA,409.067115685579,NA,1.98894078496824,NA,NA,11.4583465092609,NA,NA,0.155787505842031,-0.0208755257828322,NA,NA,NA,NA,406.80005868825,NA,1.76480426900067,NA,NA,9.13510091269056,NA,NA,0.640204865556978,-0.0358514724711908,0.31789482979381,-0.0560930329860457,NA,437.506495834033,424.513245134417,3.5,0.51700376433037,NA,-0.700067623404519,25.4349920679455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988-08",94.8793,0.017381830893336,NA,NA,421.189053274373,666.351576437319,399.944763035242,8.313,1.2212600435807,3.98537991478863,NA,NA,-4.5526055574819,0.455260555748191,0.8038,0.00161993769470392,NA,NA,415.310077297851,337.639226274318,395.080131304222,NA,2.20158069624523,5.89104302233313,NA,-4.64622693405289,-322.614969389512,2.12566998315653,NA,NA,NA,NA,NA,691.482919970355,408.794076829889,NA,0.811114017022287,NA,NA,NA,NA,NA,0.6135,-0.0746606334841629,NA,NA,410.533064273902,NA,405.764599910606,NA,1.72723416194883,0.0208142065054972,NA,6.30841189019539,NA,-0.268336582295651,1.6825,-0.0160818713450291,2.35998040373671,0.0935262152616345,458.521234664714,534.159713825798,402.231135932227,12.063,NA,7.54424090177375,0.338372532964905,1.76609211444834,-170.0443247844,NA,0.806451612903226,-0.0236290322580643,0.925518612553385,0.00911868175286723,413.719649502283,450.443230281571,411.902091451767,9.688,1.14690578329434,5.19050083643881,0.137710343254769,12.1724397961425,-208.223831004041,-1.20826327787877,0.00732493407559332,-0.0254175212423089,0.00471916723435627,0.0464753342185023,456.543093841907,687.219752898064,450.446548186646,5,0.167516882661474,3.77869664580136,-0.439651804311466,55.4182562754426,-9.56939298275089,-7.14310869582183,0.144258511252164,-0.0204847085978073,NA,NA,NA,NA,409.572693963135,NA,1.90175495660383,NA,NA,11.5640792997467,NA,NA,0.154012012937009,-0.0113968889573387,NA,NA,NA,NA,407.238861820264,NA,1.65367365368898,NA,NA,9.16482345854893,NA,NA,0.630914826498423,-0.0145110410094638,0.304855225946838,-0.0410186093791759,NA,435.547729944034,424.652186765484,3.5,0.462585963612101,NA,-0.727333876763247,25.1680081375711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988-09",93.8293,-0.0110666921024923,NA,NA,420.904135885691,666.402629405882,400.363544792989,8.313,1.24145648259831,4.15092436410257,NA,NA,-4.54147717397359,0.454147717397359,0.783,-0.0258770838517043,NA,NA,416.798218568398,335.442019010323,395.6728648812,NA,2.22069136124779,5.9142479236183,NA,-4.44605732879756,-326.610070495274,2.08979040680555,NA,NA,NA,NA,NA,691.623224774252,408.99348537334,NA,0.824934515029589,NA,NA,NA,NA,NA,0.6122,-0.00211898940505306,NA,NA,410.408860117149,NA,406.068436072946,NA,1.65174578466056,0.0478573599080946,NA,6.19558753242873,NA,-0.414431500568946,1.691,0.00505200594353639,2.32650950284548,-0.0141827028894946,459.398789658552,535.825469340786,402.368959593483,11.813,NA,8.46587287924836,0.319049006987918,1.48009473057768,-169.597133907873,NA,0.821490183192311,0.0186478271584654,0.964829767395844,0.0424747317982124,414.39597827643,452.043984182751,412.332067045862,9.938,1.19012094098015,5.03936308155504,0.16083169138506,12.1651575443066,-207.653852322436,-1.20467519511265,0.00746825989544436,0.0195668409260643,0.00456130809462982,-0.0334506348020911,458.192202966828,687.640082552348,450.661976225881,4.688,0.197344960613366,3.92928992574956,-0.49305258103858,55.1955246855899,-11.153520681973,-7.10788319537171,0.144550448106389,0.00202370627348936,NA,NA,NA,NA,410.135327703266,NA,1.87249838805329,NA,NA,11.7059096207923,NA,NA,0.155642023346304,0.0105836575875486,NA,NA,NA,NA,407.660480574409,NA,1.57486758836576,NA,NA,9.15713241220176,NA,NA,0.631512472371329,0.000947268708556992,0.283987354696782,-0.0684517419219027,NA,435.061336396814,424.766632716575,3.188,0.550664297894405,NA,-0.79918798053123,24.862725510583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31775498097324,3.71276026217933,-6.59989162461476,-4.05222338876279,-4.75002823476266,-4.31238941384634,0.497102101301872,0.990862179595431,-4.17142889919178,-3.65589978244608,-6.00396389553157,-5.38104785351894,-4.8609800764407,-4.66424469274359,-7.78206504115774,-7.34420411282745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988-10",90.1479,-0.0392350790211586,NA,NA,421.397773716665,666.351576437319,400.698767100385,8.313,1.26278502467794,3.61534994385387,NA,NA,-4.50145165486885,0.450145165486884,0.82,0.0472541507024264,NA,NA,418.264538529647,341.884081683475,396.191732170199,NA,2.21267585103138,7.05167329898925,NA,-4.3085839914623,-321.135808628103,2.19932697418993,NA,NA,NA,NA,NA,697.693146699892,409.17077555676,NA,0.796025408002361,NA,NA,NA,NA,NA,0.626,0.0225416530545575,NA,NA,410.30530079737,NA,406.178693466193,NA,1.54856328783892,0.085638900649342,NA,5.94833127368965,NA,-0.519136836947938,1.769,0.0461265523358958,2.45756705680232,0.0563322667698292,458.325172188707,542.151681801544,402.661874482584,11.938,NA,9.07099995357674,0.328757444082273,1.39269296702117,-161.697707522995,NA,0.819873739444126,-0.00196769697466592,0.984940126371833,0.0208434271573814,413.654161092189,450.96279792676,412.737629126729,10.188,1.24430557948347,5.41497900643251,0.183430501800193,12.2374669532114,-207.446560959216,-1.07150295685497,0.00796812749003984,0.0669322709163347,0.00454575983620548,-0.00340872795736902,456.750985480542,695.649496568713,450.865928560725,4.313,0.279396745844487,5.18335893078679,-0.561254626070714,54.9994672189117,-1.22298587391171,-6.81822824144806,0.150375939849624,0.0403007518796992,NA,NA,NA,NA,410.297388892015,NA,1.76902709112444,NA,NA,11.4932386462983,NA,NA,0.161420500403551,0.0371267150928167,NA,NA,NA,NA,408.419321116572,NA,1.70934762735829,NA,NA,9.54429653126863,NA,NA,0.666000666000666,0.0546120546120545,0.339686799474193,0.196133538540415,NA,441.548558841755,424.865237256086,3.75,0.47293039560067,NA,-0.673266655492971,24.572934764142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70812865746879,2.80637307248728,-5.10907883308639,-5.39518724773919,-2.30710830295465,-3.20121472985437,0.825332053465533,0.242572969433619,-0.206502300078149,-1.90140459897199,-3.57344393422451,-4.27196065151597,-2.29378553070382,-3.22222219096906,-4.20259602044766,-5.08078501208817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0559999999999999,-0.0266,-0.0155000000000001,0.0150399856609182,0.000276651588423681,-0.00272497569548624,-0.000749873293704767,-0.0164292243127655,NA
