"Date","nCtry","AUr","NZr","UKr","CNr","JPr","NWr","SDr","SWr","EKr","AUUIP","AUPPP","AUMF","AUTR","AUVOL","AUMA2-9","AUMA3-9","AUBB20","AUBB50","AUTSE","AUDC","NZUIP","NZPPP","NZMF","NZTR","NZVOL","NZMA2-9","NZMA3-9","NZBB20","NZBB50","NZTSE","NZDC","UKUIP","UKPPP","UKMF","UKTR","UKVOL","UKMA2-9","UKMA3-9","UKBB20","UKBB50","UKTSE","UKDC","CNUIP","CNPPP","CNMF","CNTR","CNVOL","CNMA2-9","CNMA3-9","CNBB20","CNBB50","CNTSE","CNDC","JPUIP","JPPPP","JPMF","JPTR","JPVOL","JPMA2-9","JPMA3-9","JPBB20","JPBB50","JPTSE","JPDC","NWUIP","NWPPP","NWMF","NWTR","NWVOL","NWMA2-9","NWMA3-9","NWBB20","NWBB50","NWTSE","NWDC","SDUIP","SDPPP","SDMF","SDTR","SDVOL","SDMA2-9","SDMA3-9","SDBB20","SDBB50","SDTSE","SDDC","SWUIP","SWPPP","SWMF","SWTR","SWVOL","SWMA2-9","SWMA3-9","SWBB20","SWBB50","SWTSE","SWDC","EKUIP","EKPPP","EKMF","EKTR","EKVOL","EKMA2-9","EKMA3-9","EKBB20","EKBB50","EKTSE","EKDC","rOneN","OneN","UIP","PPP","MF","TR","VOL","MA2-9","MA3-9","BB20","BB50","TSE","DC","wAU","wNZ","wUK","wCN","wJP","wNW","wSD","wSW","wEK","u","rPPP","ParaPP","L1","L2"
"1998-03",8,-0.0253500368459838,-0.0541095890410959,0.0189631070321523,0.00394922425952049,-0.0537924825568309,-0.00622909973116514,0.000750187546886716,-0.0382420465726467,0,0.358919548884506,-1.21461129781088,-1.05651605097144,0.464248997432037,0,-0.562846483653488,-0.374820096276073,-0.576108923262763,-0.763189242623827,0.0811136086331813,-0.958589771424456,1.2708561082094,-0.680043126787071,0,0.668577565004612,0,-1.79044093175059,-1.85764391885489,-1.03801121082354,-0.672504153755665,-0.524628312013489,-1.71209864673326,0.897565955798832,-0.35718083766756,0.29877335548188,0.326264079242495,0,1.48797327337563,1.58654135015909,2.22928767839273,2.38386737339165,1.65094989927549,1.45369742423627,0.230209689079102,-0.388432868541339,-0.489293763224879,0.287829675720283,0,0.87589040987437,0.625756722532881,0.119168004662501,-0.196231935710662,1.13514495915517,0.514995066056125,-1.7789677420257,2.04397446238416,1.24703645871444,-2.01851854993031,0,-0.529101884350481,-0.389774987937293,-0.736844424890241,-0.26917929928024,-1.18641878569883,0.500379809312381,-0.029417516236414,-0.347314621922788,0,0.271598232530882,0,-0.117703575581391,-0.214918273486687,-0.174562698720651,-0.377556625973837,-0.206778933462722,0.310103462092401,0.150489236770126,0.33012643963067,0,0,0,0.311793789059462,0.081512823867196,0.182391140986168,0.0555844001357936,0.158943338146517,0.403434649793523,-1.09965528047985,0.613481850714812,0,0,0,0.324435403026492,0.543346379995773,-0.0053195663442086,-0.160790516183216,-1.10832577403532,-0.511921993332986,0,0,0,0,0,0,0,0,0,0,0,-0.0192575919886454,0.904711122258522,-0.000155717373585707,0.00184333561203756,0.000470485454022113,0.00116780558835175,0.00183497503978694,0.170086193521754,-0.000102763349289032,1.3061420931452,0.000276195950506771,-0.000722720024211638,0.514768815738238,-0.043018161979449,-0.192742596315615,0.614024237318451,0.19601822268389,0.026032607031659,0.113919617104773,0.187426668307729,0.0983394058485617,0,-0.232591953077944,0.0182075917197048,1.29718096585764,1.99757110079698,1.99993239793166
"1998-04",8,-0.0140632088310902,0.00561187545257069,-0.00226662690128243,-0.00853027548594598,0.00695021530558271,0.0221849865951744,0.0337340054284605,0.0159946684438521,0,0.389790842903009,-1.2113219726864,-1.05469949290011,0.495966720435681,0,-0.574097896278161,-0.54260978699724,-0.795737325454076,-0.918107398694543,-0.0212497653904498,-1.43762087085107,1.1439292377103,-0.680167972729497,0,0.596713442339498,0,-1.6436029277507,-1.75837832552381,-0.952874481202618,-0.656088254353559,-0.681804578483166,-1.40820578731188,0.906975889557122,-0.346867175987906,0.300036278930104,0.3516881839602,0,1.44059028576017,1.49464981361514,2.0967117514355,2.28013508631639,1.69798072835847,1.45766378036429,0.298468158487322,-0.396526208583484,-0.492389304498181,0.299248160310916,0,0.794572974064751,0.878342879613038,-0.353499597336522,-0.549653735382444,1.15852964382966,0.257905696495616,-1.84098573512343,2.04480041059534,1.24705251846818,-2.02606489265129,0,-0.789303640125328,-0.530785607464589,-0.748546037494656,-0.236062917777224,-1.0923610506091,0.490299149785132,0.010544368194818,-0.353567794690082,0,0.282448385604991,0,0.138906111261125,-0.145217511906379,0.0720237655779002,-0.190861292164173,-0.200227277278315,0.377987494300771,0.188122977918128,0.328536320855226,0,0,0,0.774581003419074,0.549978501996987,0.605207863288872,0.355223132972702,0.163481652382571,0.544096369942834,-1.09684573964727,0.615114393226802,0,0,0,-0.141645910350929,0.0540200366668511,0.0767140611856029,-0.0845846209171491,-1.02434935280966,-0.28212583272569,0,0,0,0,0,0,0,0,0,0,0,0.00745195500091522,0.91145298883042,-0.000289815649564326,0.00167957289457631,-0.00200159628895247,0.000551803659194058,0.000188965258870209,0.187368865652873,0.00157800349447522,1.30400286340966,0.00350897782413514,0.000368967032355359,0.497633300580051,-0.108058531594876,-0.157219287908108,0.592394500661602,0.102067396587791,0.0147846207488282,0.163328904951432,0.27596969502658,0.116732701526752,0,-0.237105622117928,0.0133268242228796,1.31446826857489,1.99917273174471,1.98319165214098
"1998-05",8,-0.0398773006134969,-0.0354635463546353,-0.0250493214563281,-0.01846132729394,-0.0442599277978339,-0.00965125386647547,-0.0125079770261646,0.0124831309041835,0,0.347711566004472,-1.2075854486148,-1.06363024155344,0.538412510187831,0,-0.922235878745392,-0.630363242429589,-0.847825701100157,-1.05844829876803,-0.131707200679728,-1.58017611226068,1.0092130381503,-0.681780119555574,0,0.569756719397259,0,-1.550241265208,-1.64539109695783,-0.843044550536784,-0.744813942826819,-0.838883764848811,-1.47623829973646,0.871158409258441,-0.334902322040492,0.309274408231018,0.351492594430965,0,0.963004406480668,1.25479578289125,1.03328666079133,2.02493933871673,1.72286935303964,0.0343245756155888,0.334353391836963,-0.393745055810979,-0.485525302305926,0.300177249535507,0,0.529040099386261,0.801665432044416,-0.763648863809586,-0.916823687154901,1.17128226867642,0.0693184810377978,-1.98316616554479,2.04953923080415,1.23988113562835,-2.02519658668488,0,-0.943344093823015,-0.911357100921585,-1.1988864907379,-0.133712428220896,-1.01204187274395,0.900793577644527,0.213207077279694,-0.364180598200233,0,0.265357513133321,0,0.402425276247564,0.174856795452942,0.520739713223023,-0.00486107530589568,-0.178985681377287,0.719449549725963,0.19429546368326,0.322178071194021,0,0,0,1.16679934312882,0.90229817248196,1.11064578460949,0.513159449370022,0.187890142811912,0.890906323987365,-0.986772780668343,0.610476242223909,0,0,0,0.354552112533092,0.0534952574384391,0.988733447560581,0.320560644189788,-0.920423244878202,0.441621903985904,0,0,0,0,0,0,0,0,0,0,0,-0.0215984404380864,0.891767025739051,0.00179219106161356,1.10301204054127e-05,0.000688773093453636,0.00245526607555901,0.00100598112127776,0.184357214209846,0.00165017370219263,1.31118629278802,0.00417373700182198,0.000183113297916015,0.491814944883611,-0.132889415268907,-0.140000005061233,0.320340093329589,0.0161308206390636,-0.0390936725973649,0.264009739041186,0.389193670591194,0.322308769326471,0,-0.2497204708273,0.000279724678056,1.31483595778813,1.99931871735572,1.99510992032993
"1998-06",8,-0.00830670926517574,-0.0294886151549086,0.0237306843267109,-0.00992050010192291,0.00151854797888507,-0.0172602739726028,-0.0176164503792866,-0.0217821782178218,0,0.346248060897788,-1.20314768703265,-1.0628295818615,0.645475910080038,0,-0.918561113220696,-0.862523776724116,-0.5818759513923,-0.795573116385498,-0.240523108062524,-1.24380916662809,1.00569687179045,-0.678023380277698,0,0.611568381449501,0,-1.61140903614619,-1.62557357021622,-0.735049797852541,-0.7651097779903,-0.990866982528027,-1.53437451820137,0.916825842122551,-0.347669719162232,0.325611729901423,0.30408453967913,0,0.983003725891181,1.00362555431749,2.1562233021486,2.21040591732567,1.73470942043352,1.41970655612698,0.266986133426324,-0.397552606768732,-0.495284933428168,0.301026823258605,0,0.476645915049545,0.534744715278141,-0.851415274651007,-0.885398790485516,1.16668618442279,-0.120537929137126,-2.05371660366177,2.05265229427911,1.23250278538824,-2.00169647268876,0,-0.926047762006117,-0.87659631262562,-0.705205729384819,-0.0392669981588284,-0.931860973042637,0.677196738870709,0.247902317104687,-0.354170746515299,0,0.139540818221488,0,0.435118696095574,0.408733170519602,0.114484144281423,-0.13543298259836,-0.150880319236013,0.457778899360055,0.088470691909676,0.314843423550042,0,0,0,1.00476301702226,1.144732159923,0.466927837874724,0.267465435327782,0.219392476201911,0.585056628297702,-0.818413313589708,0.613068421927458,0,0,0,0.556486557314438,0.272858059527721,0.135911468975919,0.142910312965049,-0.806656698189018,-0.241017208688864,0,0,0,0,0,0,0,0,0,0,0,-0.00989068684826531,0.882946837345857,-0.00301600739256493,-0.00192501794440744,0.00170026952650453,0.000964121532306426,-0.00261042774583401,0.223583361969384,-0.000828763427703688,1.31772545475431,0.0129026463580709,-0.000237718956301721,0.433587143017027,-0.0651041720503945,-0.125448834437441,0.587835872788597,-0.0100451894488039,0.0200196363565531,0.180581167672373,0.261897657665139,0.150263861453977,0,-0.242815631879959,0.00731625371495531,1.32445563124886,1.99908093262442,1.97457836286331
"1998-07",8,-0.022229381443299,-0.016346153846154,-0.0207247678945792,-0.0261381683430388,-0.043968199101279,0.0142913854704247,0.00201017651862556,0.015755950385518,0,0.417800262315852,-1.21835287930296,-1.05977576612553,0.632512152354271,0,-0.859348321793105,-0.928592055704735,-0.529131452226301,-0.782757179801599,-0.346542334688416,-1.26533906083477,0.799396988988376,-0.677310384061442,0,0.570407151648564,0,-1.59656888077094,-1.53679630349521,-0.528992475567835,-0.711195053058259,-1.13298107705804,-1.62826572278509,0.928621580408025,-0.345141777349487,0.3242736868231,0.243946496134659,0,1.06933451205267,0.836418785284962,1.16693404966145,1.94295588456044,1.72994564419249,-0.140266408788795,0.326001844116467,-0.397913452576121,-0.498632318694876,0.28507972834719,0,0.0919422651964448,0.194292262942844,-1.43470948936774,-1.32483406287196,1.14348062885226,-0.0929499702750609,-2.04203811731132,2.04744421145701,1.23413439799731,-2.01357157418474,0,-0.930474260037256,-0.994424046253981,-1.05577930498654,-0.0710158331717499,-0.868953684100655,1.0236853938153,0.409704458408575,-0.337314576488955,0,0.281626045700055,0,0.656257895849978,0.668741883471005,0.702423260002441,0.138868626410378,-0.106827898307234,0.836843567965881,0.093893285026555,0.318586868473236,0,0,0,0.913745842429159,1.04312208700839,0.807668946044379,0.41961364461846,0.261097313788004,0.924149986104301,-0.933380301952534,0.610001989848717,0,0,0,0.655110947073049,0.717237386746722,0.871586466440146,0.388363973314288,-0.679218592678405,0.342142214798232,0,0,0,0,0,0,0,0,0,0,0,-0.0121686447817227,0.872202570921049,0.00134345296875797,0.000604304654201166,0.00103403256042867,0.000216407549606248,-0.000438362718690441,0.219498581650255,0.000199392869620793,1.31992031993619,0.00122452531226928,0.00139497909260049,0.450926733960542,-0.0575466633782245,-0.0981088454320596,0.339764225242265,-0.11445993252147,-0.0172922950173464,0.306138430009901,0.335594151707551,0.305910929389383,0,-0.240756567992164,0.0094631415800965,1.33698914240392,1.99680109327316,1.99371116118111
"1998-08",8,-0.057660626029654,-0.032258064516129,0.0251391522417272,-0.0402032391235312,0.0266146202980837,-0.0317745035233824,-0.0132647368747286,0.0345425539293889,0,0.338774625368736,-1.23397956974505,-1.0596471324641,0.661052852622229,0,-1.18334510997915,-1.12880595978252,-0.681386157413102,-0.793142840475408,-0.46464066905011,-1.32181191350679,0.527727459112476,-0.675430812983249,0,0.571238982095067,0,-1.22713036458429,-1.39261684288946,-0.495407710687897,-0.591498038367572,-1.26649756173586,-1.45582500827065,0.785862712870999,-0.338558628077561,0.336150178636978,0.272969205870185,0,0.965651748638171,1.11702342816043,1.6967597116843,1.96195401966705,1.72557800811911,1.06264058966966,0.442976808511134,-0.390630232088328,-0.504977284490923,0.287026716044264,0,-0.478896157821267,-0.281916765511492,-1.24747399652566,-1.35317088901373,1.08999922717855,-0.61736647090055,-1.82740262691466,2.04010460391737,1.22847423831805,-2.00827042844684,0,-0.660935127201208,-0.682634278398909,-0.362391103767639,0.097290456000119,-0.801166839666171,0.517636605865603,0.964271740823711,-0.32952327834654,0,0.215982671815098,0,0.567509797290398,0.539309438226359,-0.147924253978727,-0.0793189457270443,-0.0639797526286162,0.34990800062494,0.00217242791572905,0.301754987795383,0,0,0,0.745247170818104,0.79532206769493,-0.065115581339687,0.241526285461866,0.305304937203991,0.449733498550163,-1.23438314768812,0.626262929527971,0,0,0,1.27189804283924,1.03431891250067,1.30293909202841,0.516359952454723,-0.524597349420894,1.01508469796762,0,0,0,0,0,0,0,0,0,0,0,-0.0111081054497782,0.862514052789691,0.000435174099239171,0.00108546452582879,0.00243226744434733,-0.00178541700978427,0.000527535107717012,0.220635176687098,0.00623555052816319,1.31422543109232,-0.000206269695300503,0.000803969116308928,0.451175154086954,-0.095643695623769,-0.0737201201924892,0.491333894037081,-0.128279776210339,0.0768159564037913,0.136460092470485,0.160905395700514,0.432128253414726,0,-0.21710204018602,0.0359028454259944,1.38499085691988,1.99954740939306,1.97947770513268
"1998-09",8,0.0367132867132867,0.0101010101010102,0.0140214797136038,0.031647228410431,0.0315542865509921,0.0544447446636043,0.0282345442957297,0.0441048667439166,0,0.28586096941754,-1.23232807173897,-1.05538109338897,0.70580931564787,0,-1.30763292402411,-1.24031255253758,-0.798804280035358,-0.826243116314208,-0.58204817501893,-1.19142777602408,0.298168143105432,-0.66450917225568,0,0.588185467163177,0,-1.20512529004705,-1.23105166950565,-0.805000977178617,-0.828681249978456,-1.39299777074007,-1.37573198257698,0.89128171686154,-0.333420314893573,0.334109551805756,0.286234780865828,0,0.863351525568088,0.827475252401233,1.39968830754868,2.07164651418602,1.7066505753674,1.31188858288373,0.460332881878567,-0.404579180525879,-0.509543876396359,0.33727726591934,0,-0.639241157589325,-0.53388734812944,-0.970549423362699,-1.0257804041075,1.01526981359371,-0.452361434002575,-1.86882327442791,2.0556280330341,1.23081541797957,-1.98874577921284,0,-0.108837602128304,-0.473905065878194,-0.503502084299409,-0.0894525949479462,-0.730886991745338,0.079021647824362,0.982610446221941,-0.307139878003644,0,0.0712389496166297,0,0.42665345158781,0.629661322035475,0.0118094631344093,0.0331755072467063,-0.012837902555044,0.198237349569682,0.113412090562598,0.281629805256677,0,0,0,0.462063399118043,0.616647501857925,0.0680776586517079,0.164996803092504,0.346981236543159,0.12626743869772,-1.16284297361971,0.604718779126961,0,0,0,1.50876859751485,1.40537255975623,1.59828133554128,0.50033854082288,-0.35013078544489,1.30410617362814,0,0,0,0,0,0,0,0,0,0,0,0.0313526808990718,0.889556180657771,8.16222013256341e-05,-0.000152777907587648,0.00144348033221539,0.000728751192224778,-0.00134987358257573,0.197862634785456,0.000788941300074994,1.31452385096517,0.00254320724500749,0.000810301555625163,0.479547949560613,-0.110559331783145,-0.120003085584876,0.455997633917322,-0.077727368478268,0.0441451777476052,0.14946958618328,0.155327448530177,0.503349939467903,0,-0.218046444325957,0.0347793417380944,1.43315992723683,1.99983339062788,1.99710102672415
"1998-10",8,0.0539629005059021,0.0589999999999999,-0.0152986172403649,-0.011016070502851,0.172949763847145,0.00338891148163234,0.00345356868764402,0.0191910245054621,0,0.344220530624379,-1.22331720416633,-1.01451766922683,0.691375190706607,0,-0.939947018879513,-1.17044445439991,-0.753329799080946,-0.658295272179359,-0.69458778636387,-0.322739917188421,0.193918889907348,-0.694283083064278,0,0.472736390675918,0,-1.04245346841802,-1.08086578000124,-0.799460717408259,-0.711249638893756,-1.52028107761767,-0.739180460353916,0.869514945554385,-0.329653667456305,0.282234094890646,0.222873465822535,0,0.0738892870452281,0.46949145339977,0.514219418797693,1.83455767199031,1.67607463247652,0.327778316906689,0.463775567286634,-0.379980173317257,-0.534685110156401,0.353397460282706,0,-1.1103358994504,-1.03846020881004,-1.39442310418551,-1.45353445393664,0.922358658759415,-1.33342708041602,-1.89165351011386,2.0579982561203,1.26696868449258,-2.0124461875742,0,1.30458019603235,0.846661429952495,0.897805822357468,0.516150952349934,-0.609679893083359,-0.0812006540770477,0.987474469502726,-0.311393992638881,0,0.272063680086432,0,0.294765703251883,0.268459125264754,-0.121046979924205,-0.109731985303324,0.0282787367401659,0.0755585485082578,0.16887654520981,0.284860717153931,0,0,0,0.00435114073741647,0.17424353629222,-0.0062245528299325,0.0316941583847829,0.376625619024739,-0.0363761360946525,-1.13612743797142,0.59576914736882,0,0,0,1.41515005968105,1.53091489830195,1.6624599122737,0.550408567588046,-0.178788889935941,2.10958738271511,0,0,0,0,0,0,0,0,0,0,0,0.0357039351605712,0.921316836853662,0.00126856841828443,0.000824142534374947,0.000170774111090007,-4.23371149411516e-05,0.000857323583142247,0.161406263740603,0.00375283958833308,1.30058537070353,0.00263243068868916,-0.000137431293332093,0.527663416597412,-0.0385731366626826,-0.0755162275465634,0.232612515091175,-0.213007938894488,0.292451472846379,0.116464230593367,0.121818370077603,0.563750714495212,0,-0.202214323048094,0.0544646468967715,1.51121647662039,1.99934089837373,1.99602705649837
"1998-11",8,0.00479999999999992,-0.00472143531633606,-0.0149387511204063,0.0129307515589101,-0.054865676487298,-0.0144288577154311,-0.0389674247080518,-0.0297214065745185,0,0.391575646807802,-1.20273687945061,-1.01647146779245,0.739925260240859,0,-0.252223442490355,-0.637676776493889,-0.385029210157465,-0.569669632755805,-0.787522092838074,0.472978791636159,0.0274539260691301,-0.714249958972724,0,0.414692568767176,0,-0.337255078080893,-0.750847476695497,-0.533658216980911,-0.743486154491138,-1.63261234703186,-0.836136247304314,0.832803330141499,-0.327226565680839,0.292554786574726,0.228803266128292,0,-0.520063149483965,-0.207415860053638,0.245290325684044,1.99458910825872,1.62873082068666,-1.19238722511435,0.446522561431103,-0.379981229149515,-0.537811010764988,0.416392267481531,0,-1.06318753554964,-1.13426539639678,-0.960194027809066,-1.220469076823,0.829454284945141,-0.946626547218155,-2.05901261130101,2.07101512460705,1.26172769198271,-2.00334294080208,0,2.10088102525272,1.69189920329265,0.93505000040946,0.452498290536771,-0.469895437801235,0.268320470563229,1.07686864963999,-0.302610823207,0,0.203529578184227,0,-0.124527342822775,0.13074138453815,0.10383743930561,-0.14731406486311,0.0640585316573649,0.388062785423474,0.0274539260691301,0.277990975853011,0,0,0,-0.599422128587257,-0.385432588892953,-1.20645740902291,-0.330832519953013,0.385249524721487,-0.0345042866368014,-0.743665428857648,0.577799356000625,0,0,0,0.79579765176217,1.29299751070195,1.80116109857124,0.56468405009057,-0.0174632843394833,1.88029225865076,0,0,0,0,0,0,0,0,0,0,0,-0.0174891000453915,0.905203834520424,0.0018416147025878,-0.00042268536158844,0.000718942216277635,0.000618067433040906,-3.34061228082093e-05,0.167646717720572,-0.000858037535911528,1.30119132385054,0.00156477776588731,0.00122923530010782,0.519572724671295,0.0877636905008365,-0.0234102458007702,0.0774719749302434,-0.114817582608037,0.337747137607604,0.164729442889672,-0.0860038620516251,0.556519444532078,0,-0.289737642245358,-0.0362069910498483,1.45649987517701,1.99569753268061,1.9911692654349
"1998-12",8,-0.025,0,0.00867455262359718,-0.0091056910569105,0.0895825963919348,-0.0125329815303429,0.00394915463408618,0.0165999271933019,0,0.312373272069735,-1.19969122171415,-1.01195821830779,0.760373283927599,0,-0.164821095769329,-0.211388019221776,-0.629827649070865,-0.740015934782443,-0.879611766000047,-0.350775763132606,0.386309311359614,-0.742888976566387,0,0.343037776426657,0,-0.148034894394618,-0.219444391866959,-0.529510437128985,-0.669455352575811,-1.73348331936598,0.0826573341944037,0.713046841680167,-0.313508531173019,0.271329934190159,0.279431736250116,0,-0.470358314629494,-0.491960310490591,0.421828679251019,1.84318293786043,1.56513000690187,-0.208666550894249,0.42899699880631,-0.391445053436558,-0.531920723038453,0.398916006536548,0,-0.730441906617308,-0.90056144175708,-0.964702464438238,-1.19616216221135,0.72705445910038,-1.44600686734479,-1.89701277173204,2.06438760860418,1.27254900715608,-2.00434454724263,0,2.23971827160728,2.22475385441495,1.4812848175002,0.832359036699137,-0.276146448592434,0.0268815264391084,1.12317693996971,-0.278329875217671,0,0.222585744101715,0,-0.342257982019279,-0.28245299907526,-0.379476079882286,-0.320653435355225,0.0841207587369748,-0.0355496272219136,0.0284275405292747,0.277268317433726,0,0,0,-0.895111149420322,-0.698902716432807,-0.860810229486616,-0.292360707154793,0.375198112525344,-0.231849121839122,-1.09531813268277,0.584207732069884,0,0,0,0.511307071243071,0.579956024429518,1.46121336325577,0.543105617520058,0.137738196693894,2.16330906979917,0,0,0,0,0,0,0,0,0,0,0,0.00902094478195833,0.91336962832805,-0.000196042588160093,0.000542512941940959,0.00246355934305938,-0.000162329082133978,0.000438403616300359,0.132423559383116,-0.000215309920524257,1.28060790576273,0.00601354169269508,0.000835981819057802,0.57459849546781,-0.00480152088214142,0.0429792582050738,0.171352842780284,-0.146383724601919,0.402278796830759,0.0557607131093125,-0.0444079351808616,0.523221569739492,0,-0.208211853167932,0.0467877695125753,1.52464625563189,1.99849764161753,1.98769956670931
"1999-01",8,0.0284174424301815,0.0222011385199239,-0.0102838585518403,0.0185491884730042,-0.0251724137931034,0.00757676458859491,0.0405804546038269,-0.0305618294748731,0,0.441634155229457,-1.21462054105967,-1.01076467874845,0.770942720400526,0,-0.192438590350072,-0.00835538860458291,-0.718222274867483,-0.736532516888093,-0.956464865140128,1.35855861390073,0.0858677908807363,-0.756129240664276,0,0.333784121489368,0,0.0442829084708661,0.0656783734768895,-0.710714466939998,-0.76430391879321,-1.81344268304209,0.98516714534406,0.766803012730202,-0.309701830586289,0.27629277675073,0.323076501910952,0,-0.595607678446085,-0.655451531235258,-0.521339471663123,1.93163067769997,1.47813653449072,-1.90532210536523,0.528266744984545,-0.379993046098222,-0.536172201028183,0.40981586481069,0,-0.61985765540467,-0.652733690915956,-1.09862189497078,-1.12624959266035,0.62601220419361,-0.608693255830818,-1.8339931148998,2.0477255445065,1.2706441030259,-1.99896835074918,0,2.38482278654655,2.31818944623241,1.68252533769175,0.790264358197719,-0.0629441416416131,-0.131280212665198,1.13579503324553,-0.280661042578029,0,0.161349142137646,0,-0.530995584840845,-0.454927187420449,-0.375662834081897,-0.430929368322268,0.0938013957042219,-0.101097528288781,0.00564426285905025,0.302396981982121,0,0,0,-0.50253979067993,-0.737164400257598,0.797130400216062,0.10882409972498,0.369943840725333,0.00835869320579148,-1.13001788502972,0.590983174497863,0,0,0,0.0123336047041908,0.124764378724542,0.944905204615467,0.227296261041249,0.264957714709945,0.39430864969945,0,0,0,0,0,0,0,0,0,0,0,0.00641336084946433,0.919227397343459,-0.000706000211565566,0.000292348411288411,0.00115515300347141,9.53476563046729e-05,0.0010288230703259,0.194247418364312,-0.000233192634719613,1.30647576323519,0.000632834679268772,0.00103250130717104,0.493882855142735,0.0865044300524862,0.0705008189424609,-0.0918998838826801,-0.107166285323135,0.449956546291436,0.0443990556612305,0.243581232902457,0.304124085355745,0,-0.25755905815246,-0.00741937156071306,1.51333433856271,1.99978223771635,1.98853576083404
"1999-02",9,-0.0146101318087978,-0.0254315945795432,-0.0261286990338457,0.000331345261762817,-0.0227464195450717,-0.048985525567284,-0.049380455350058,-0.022559503276992,-0.0330665728607863,0.489887664406247,-1.2461557051882,-1.22918151164511,0.802285178875932,0,0.325603328663203,0.022277094819286,0.143683811847396,-0.585535210715215,-1.01196063477765,1.20963232373736,0.380642375413791,-0.758580789218894,0,0.298169248931763,0,0.41520351591489,0.221309637581135,0.0633504545396497,-0.730933986034993,-1.87241238052993,0.630654678398471,0.688485999878699,-0.285486690382216,0.024631972450681,0.277111660794892,0,-0.983029289884224,-0.765265735611614,-1.14489077608635,1.61230209447434,1.37103797067433,-2.21640496020274,0.55035581390676,-0.367164706611301,-0.754354931327779,0.424502006535949,0,-0.0751315836135689,-0.3297845458112,0.0530241592301084,-0.824210375230216,0.542113982325178,0.320123569562657,-2.08661531264129,2.20623527490594,0.999469135977044,-2.21321964556183,0,2.12654471980206,2.32165038032524,1.82003548054232,1.30057739860437,0.162220948603807,0.247841305701308,1.14949820523328,-0.261502712395453,0,0.0881518286816371,0,-0.873472730986738,-0.723973926200569,-1.05036640995064,-0.89310975801344,0.0838707359658884,-0.00980031707367509,-0.0227959251996176,0.364606713669687,0,0,0,-0.352390227079892,-0.551320787622501,-0.729604867628342,-0.356430578194345,0.35486338091437,0.0607041352430625,-1.07560860391674,0.686846811371347,0,0,0,-0.583327732815727,-0.194892117479775,0.84476814750586,0.477340415109496,0.370265996824007,-0.242750735366445,-0.0738502170811217,-0.338798196150907,0.959435334545166,0.322999721741655,0,0,0,0,0,0,0,-0.0269530618622906,0.894451404437348,-0.000493254910648029,0.00124660541268763,4.29848378478877e-05,-0.000140318718020103,-0.000892994344019238,0.0744418375990075,0.000848354900018917,1.23726887293833,0.00454133199553918,-0.000139027955762217,0.678434157496427,0.224245540963123,0.170344571457706,-0.220850244747206,0.141363961099089,0.398923065783623,-0.0418716177848234,0.012284870469707,0.204492075249615,0.111067777509167,-0.268518933713816,-0.0177064922497939,1.4865384958256,1.99848974110831,1.99667273621759
"1999-03",9,0.0217566478646252,0.0171428571428571,0.00705060210894115,-0.000132520540683911,0.00227982774634805,0.0236154244306417,-0.0026178010471205,-0.0189509306260576,-0.0170077307867211,0.542494586283934,-1.26635410898857,-1.21980116500826,0.781383476200614,0,0.78561694107606,0.630221119372289,0.413400753456353,-0.368237375330065,-1.04381816292388,1.52035631327539,0.470970611860366,-0.774964051520569,0,0.267481221201766,0,0.591275719367568,0.583418986023023,0.171484933262095,-0.634491827332531,-1.91227595315174,0.868122090459969,0.684669904961517,-0.273207814863498,0.0212611738215084,0.3047056745172,0,-0.823491865580941,-0.928754364196386,-0.973782774368868,1.84172461501835,1.25293213411769,-1.68665816858238,0.551229523385294,-0.360376202166917,-0.764240151670629,0.490753433551971,0,0.428918416331389,0.180666113213293,-0.0839627171072404,-0.956329370762472,0.470041549085753,0.309998848481194,-2.0824950226507,2.19336366046306,1.00705255678254,-2.21303608741518,0,1.67138383648824,1.85332658802774,2.08005380886572,1.22106856211416,0.3910647597832,0.0871146349636218,1.06781636312639,-0.233725175546856,0,0.087645021732315,0,-0.927709917637501,-0.852878095162873,-0.52293124779813,-0.589894691053168,0.0693784709752057,-0.0141965125489836,-0.0739358899342263,0.358981536428692,0,0,0,-0.745963615823517,-0.477637962495113,-1.11506082630865,-0.560487103492555,0.328865636700501,-0.0963597750024473,-1.10720767284789,0.69459854811566,0,0,0,-0.980029514221299,-0.98836238478197,0.0307980699987179,0.046647190838286,0.443811565413282,-0.988377431046363,-0.0535424041846783,-0.338316391921,0.95572758607484,0.281067260211311,0,0,0,0,0,0,0,0.00368181958809223,0.897744613138802,-0.00245719437131076,-0.00239856966211548,0.0011540080828839,-0.00031179759091149,-0.000379503038981741,0.109184601264864,0.0117778723478124,1.29585633957945,0.0227186689369552,0.000464705851027044,0.553013705544227,0.273432000071609,0.195449730372584,-0.139350311106626,0.12095066625826,0.441952803534726,0.0208565221361812,-0.0665089198292064,0.0418888062521616,0.111328702310311,-0.242842936958352,0.00728793704922436,1.49737229480443,1.99971696627054,1.99765752456377
