"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
-0.000154159592772799,0.000460895208686263,0.00254474799286581,-0.00120269594431274,0.00181973666115169,0.12935327037226,0.00125841721264711,0.564233069900177,0.00515670110215022,1.4211003588304e-05,1.28995470385507
8.99582499372502e-05,-5.13378558513025e-06,0.000473041182820451,0.000555247274797382,3.05634867453887e-05,0.0856661812558185,0.00201813142777483,0.660094034893544,0.00275504437099619,-0.000912786730840965,1.24678905057794
0.000609979843634892,0.00171879320591673,0.000397151360787397,-1.01104890211861e-05,0.00077681363125295,0.0930896813089263,0.00120420727675122,0.658245890063437,0.00163654534010922,-0.000246563940663348,1.24062715770104
-0.000145555951380479,0.00266176402109026,0.00236144694042934,-0.00336635760011685,-0.000270509850478292,0.0363617668269917,0.00116495207377748,0.774787943419071,0.000246698894043426,0.00127622076020861,1.17529968114372
0.00085127914201624,0.000158567342330327,-0.000529393016561746,-0.00188234005857495,0.000539932238270202,0.0119466174887145,0.000825230010541483,0.995969466999901,-9.02869207616631e-05,-0.000536804255461406,0.982217507867379
-0.000940856785172943,0.000469941908631284,0.00403050156064282,0.00158489097659342,9.34560400782754e-05,-0.000538176736486356,0.000134317871068098,0.872730302634444,0.00458797818009383,-0.00215174309086151,1.11269922033898
-0.000464089623754182,-0.000714992319520501,0.000112920825922862,-0.000532322220713075,-0.000325406211967809,0.0131306388278587,-0.000815875153327369,0.868448462457657,0.00293971521808794,-0.00117330971050125,1.1111088419946
-0.000330257062683506,0.00267215724294679,-0.000157910039161076,0.00018417123850252,-0.000926568759884489,0.00602423639205613,0.0033506842724855,0.863703251437041,0.00269885091143239,0.000707684484384505,1.11729716745965
0.000133369983197455,4.65238051323641e-05,0.000415903911061683,0.00128407252072926,0.000148742180749955,0.0211315455664631,0.00797181381980117,0.803310383516033,0.000896057393341351,0.00152453187987247,1.16299804343497
-0.00503582787444011,0.000732464823290853,0.00119238063782443,0.000995789218569229,-0.000621360469255058,0.0101473221258397,0.00103304382090358,0.84463916793761,0.004561704295474,0.00136426769191412,1.12936369905088
-0.00110998362337175,0.00139030076607916,0.000317249790171036,0.000114467703737961,0.00162368700883902,0.0475826163926104,0.000606404121982539,0.94110673949905,-0.000242512939091244,-0.000121106710064132,1.00454702311727
5.88947392574399e-05,0.00147995131821366,0.00146299860668254,-0.00341800374809803,0.00217709806523888,0.0121511312826692,-0.000469025127190023,1.0528101770539,0.00593385895477233,-9.46975386675304e-05,0.919175241723468
0.00264176850823615,-0.000598786444692133,-0.00157930769119882,-0.00222651295724062,0.000368338604303157,0.0229580088083951,0.0002827845595809,1.13629008122518,0.000594752595146311,-0.00192481675694784,0.828833315553514
-0.000142646726961018,-0.00275679996899985,-0.00162678465073747,0.00210656629240894,0.000226177915341458,0.0284987777062611,0.000645460230048846,1.17104654306943,0.00227003792672636,0.000216668128153494,0.789040896260756
-0.00168417959991956,-0.000220400438097958,0.000569356113164639,-0.00201302424839487,-0.000252760520671033,0.21327980856616,0.00530345975634162,1.27188520032009,-0.00107217984140437,-0.000607689154863917,0.501899211189734
0.000364135695770741,0.000806006385782531,0.00104031410324956,-0.00174726045731644,0.000734927766329064,0.296686416826915,4.61908152948106e-05,1.32085497956507,0.000342943505909476,0.00208048422884891,0.374269079960433
-0.00370620542437269,-0.00144705618597215,0.00079303388248123,0.000847735183375515,-0.00124362695383481,0.123958934738241,-0.00138101753089699,1.26885134180853,0.0014763287987886,0.00184323768490232,0.592335172135309
0.000844519129856713,0.000402926669906345,0.00109877178326971,0.000178955336364423,0.000543186550032886,0.196903155553309,0.00336876836495823,1.30985472935982,-0.00071925824858613,-6.71621143720656e-05,0.483371117923678
-0.000509376009603604,0.000337869574315276,0.00111695986323316,-0.0026278301145405,-0.00168031364660599,0.229655235693986,-0.000299846364130979,1.31680144562673,0.00565404465631191,-0.000529997523467729,0.440031253071181
-0.000425015675849269,0.000287221018184741,0.000241295674495263,-0.000574517288629173,-0.000419253674396072,0.213507698322773,0.00246588705704966,1.30905904429019,0.000844378158234463,0.00076350570565736,0.469944407562404
0.00127079260071182,-0.00111276317806376,0.000859738062060896,-0.000539411710190777,0.000498944751250904,0.220982835186166,0.000609368505415744,1.32063726311539,0.00242050013662,0.00141321650361674,0.447734059142898
-0.00123891029795918,-0.00253678174150609,-0.000966004797201174,0.00252229272237562,0.00105819430326264,0.281704340767167,0.00302135160605111,1.32161617733783,0.000492483480994137,0.000483318156737361,0.383408757901419
-0.00224784816099246,-0.00264652746856442,-0.00101564098939007,0.000955132738406804,-6.89417588390016e-06,0.301344550329392,0.00166861833010831,1.32829995229021,0.00578042500226888,-0.00201971097253162,0.353621520755299
-0.000231012415101142,-0.000450536687745881,0.00162251766400501,6.08917922085733e-05,-0.000945578253769675,0.240360552780951,0.00862479348181616,1.32957657867241,0.00322213509133497,0.000523634499583345,0.413751832692578
-0.000350977036096946,-0.000203313086024383,-0.00019841481792403,-0.00161819335330293,0.000789686826991099,0.281976410673204,0.00188348424366762,1.33085850816473,0.00124259158129524,0.00029631203066169,0.379672506528893
0.000649363606865402,0.000748588220974341,-0.00024565596423199,0.000838422623538787,-0.00229482645211533,0.367235319319656,0.00345324176790236,1.33515789492014,-0.000439139359901142,-0.000158594384095426,0.285774177679119
