"Date","nCtry","AUr","NZr","UKr","CNr","JPr","NWr","SDr","SWr","EKr","AUUIP","AUPPP","AUMF","AUTR","NZUIP","NZPPP","NZMF","NZTR","UKUIP","UKPPP","UKMF","UKTR","CNUIP","CNPPP","CNMF","CNTR","JPUIP","JPPPP","JPMF","JPTR","NWUIP","NWPPP","NWMF","NWTR","SDUIP","SDPPP","SDMF","SDTR","SWUIP","SWPPP","SWMF","SWTR","EKUIP","EKPPP","EKMF","EKTR","rOneN","OneN","UIP","PPP","MF","TR","wAU","wNZ","wUK","wCN","wJP","wNW","wSD","wSW","wEK","u","rPPP","ParaPP","L1","L2"
"1988-01",8,-0.0193905817174516,-0.00106028476219333,-0.061983032873807,0.0189655172413794,-0.0508806262230921,-0.0254602428515472,-0.039290450928382,-0.070065091786733,0,0,-1.04932991287195,-1.14605120100387,0.823625702065788,0,-0.444424917946544,0,0.560036173691624,0.76259834675266,-0.633204924931353,0.10582121521546,0,0.733793850736209,-0.112943715073328,-0.232988354403236,0.0329932110847591,-0.131594305931986,2.18630629085138,1.27321834019165,-1.41665508684217,0,-0.183741090102366,0,0,0,-0.353468426325733,0,0,-1.36479789155688,0.590806696399903,0,0,0,0,0,0,-0.0311455992377284,1,-0.599904383277466,0.199982580026487,5.23280610740182e-05,-1.88935388108422e-05,0.0987595956104364,0.113889022151976,0.0519861864935866,0.0671492827244755,0.18953257054881,0.120406872843056,0.116164059018185,0.242112410609474,0,-0.292172647528469,-0.0382213920663251,1,0.799958184903838,0.399878304484759
"1988-02",8,0.0149717514124295,0.00758150113722511,0.00248714035385245,0.0122164048865621,-0.00544959128065381,0.00424828888364415,0.00667556742323105,-0.018096947935368,0,0,-1.05232483451192,-1.14746160111757,0.81536356816154,0,-0.433536481631718,0,0.55535652116182,0.807489096821091,-0.649544973439337,0.111575595117761,0,0.688957030311568,-0.125004432096275,-0.235168161378132,0.0519745484778942,-0.134372893250251,2.18395216406538,1.27105416737794,-1.42269463780125,0,-0.182625437133413,0,0,0,-0.334442063677318,0,0,-1.36207323388241,0.5935260584246,0,0,0,0,0,0,0.00307926436011531,1.00307926436012,-0.600072441362137,0.199711690482264,7.73937974050947e-05,4.65971493072828e-05,0.0987234519462992,0.114180446799791,0.0482168696083046,0.0701994059605456,0.189603290864717,0.120440945653128,0.116651001261828,0.241984587905386,0,-0.250802440630412,-0.000800834718172536,0.999199165281828,0.799908122791114,0.399971702358694
"1988-03",8,0.0314500417478429,-0.0158013544018057,0.0637158161826896,0.0213903743315509,0.0350523771152296,0.0193263833199679,0.0206097768693578,0.0220183486238532,0,0,-1.05789004276625,-1.14526521826531,0.812434573449339,0,-0.422111676569397,0,0.548499058740899,0.801535701501541,-0.656198498488461,0.120749891321995,0,0.767791370488031,-0.124526779294245,-0.245690625004071,0.0655320682241819,-0.266665852031401,2.18268876894267,1.27020595194738,-1.42646570041442,0,-0.160614712534521,0,0,0,-0.348745127124415,0,0,-1.30266121995817,0.587398067834621,0,0,0,0,0,0,0.0247202204735858,1.02787560492758,-0.599904383277466,0.199982580026487,5.23280610740182e-05,-1.88935388108422e-05,0.0985456425738553,0.114446831846511,0.0484916586482882,0.0643101637686576,0.199570895413969,0.120984981924642,0.116282131213249,0.237367694610827,0,-0.228520555243506,0.0227127835620976,1.0218937596583,0.799958184903838,0.399878304484759
"1988-04",8,0.0221262817053427,0.0285932721712536,-0.00424065730188183,0.0040676863000324,-0.00656420108869682,0.00971659919028345,-0.000680851063829646,-0.0222461428058843,0,0,-1.04964961027799,-1.14408030135121,0.836795360462582,0,-0.423979320365465,0,0.496124645034012,0.766574620352931,-0.69756980857749,0.132037863320222,0,0.865617401696626,-0.117869456589284,-0.256058605714862,0.0968538222187513,-0.409251773699465,2.17730255898327,1.26810104374585,-1.42977382771535,0,-0.158890792522966,0,0,0,-0.320445970767957,0,0,-1.22294024835009,0.591102400117879,0,0,0,0,0,0,0.00384649838832744,1.03182932678533,-0.599904383277466,0.199982580026487,5.23280610740182e-05,-1.88935388108422e-05,0.0987515856604136,0.11440026851065,0.0500792030448105,0.0571406574355113,0.210128485863288,0.121028076171101,0.116989548500841,0.231482174813384,0,-0.249956442100538,4.35626433086837e-05,1.02193827605165,0.799958184903838,0.399878304484759
"1988-05",8,0.0587381203801478,0.0301768990634754,-0.0214532871972318,-0.00380906070183962,-0.00151866357605313,-0.014365522745411,-0.0196078431372548,-0.0348386203075218,0,0,-1.04679859892582,-1.11676710524265,0.882006810456557,0,-0.428870998918131,0,0.441486448672643,0.639238881241733,-0.707538175014008,0.103150817207948,0,1.01086995488967,-0.121422331179967,-0.276927191371018,0.096981417388474,-0.502497445213843,2.17749013374674,1.29054347940572,-1.42047467651767,0,-0.151856118288226,0,0,0,-0.308545333083113,0,0,-1.14761139091756,0.587541421662526,0,0,0,0,0,0,-0.000834747277711129,1.03096801006374,-0.336145447913539,0.36698497156305,-0.096862986975871,-4.98538524953262e-06,0.090501205795928,0.105326073459723,0.0644344233300245,0.0803080008646726,0.230377446123089,0.11803388584354,0.110846062464073,0.20017290211895,0,-0.25443515903978,-0.00438662747702856,1.0174554135301,0.79999839183771,0.257054169776869
"1988-06",8,-0.00947512778955251,-0.0288600288600287,-0.0705581547165707,0.0172300082440229,-0.063056990938366,-0.0564759036144578,-0.0465393794749405,-0.0413014608233733,0,0,-1.0446872631494,-1.12802442900003,0.905200972511789,0,-0.436479931580899,0,0.381721337490748,0.926029832630563,-0.704353276660367,0.0713609818259189,0,0.784509600213141,-0.128135902968228,-0.234622953164796,0.133332094157365,-0.676327182915981,2.18049293256115,1.29128640033891,-1.4202544041599,0,-0.157341456389798,0,0,0,-0.292970743346682,0,0,-1.03421224992772,0.583475641534218,0,0,0,0,0,0,-0.0373796297466583,0.992430807566906,-0.623601079751511,0.0295471445096525,-0.100271610536965,0.0139373530801574,0.13685717578145,0.124052931180607,0.0493199609826193,0.0665471542557178,0.167113968398935,0.124418876156336,0.123917943888654,0.20777198935568,0,-0.293270735430526,-0.0391229511662614,0.977649555072712,0.767357187878286,0.399999986106483
"1988-07",8,0.0100692259282569,-0.0148588410104012,0.000877963125548664,0.00189972743041222,0.00360766629086817,-0.0220913107511046,-0.0208755257828322,-0.0358514724711908,0,0,-1.04087084145656,-1.12797524741877,0.927660644266194,0,-0.44307516591615,0,0.361692605494786,0.987962284003602,-0.686969829266035,0.0684271044302518,0,0.70756155060137,-0.131326398510563,-0.232350734208399,0.122593955448062,-0.64053421567913,2.18668720142457,1.29189887719692,-1.41194720520904,0,-0.169308234904233,0,0,0,-0.293606427842324,0,0,-1.05498961892584,0.578469696471299,0,0,0,0,0,0,-0.00965282090505537,0.982851050720804,-0.623601079751511,0.0295471445096525,-0.100271610536965,0.0139373530801574,0.136909783434227,0.123993678949163,0.0445932950196109,0.0724862938188379,0.164353575432028,0.124374678139576,0.123915596055947,0.20937309915061,0,-0.262937644542836,-0.0125347752824891,0.96539493759485,0.767357187878286,0.399999986106483
"1988-08",8,0.00161993769470392,-0.0746606334841629,-0.0160818713450291,-0.0236290322580643,-0.0254175212423089,-0.0204847085978073,-0.0113968889573387,-0.0145110410094638,0,0,-1.03453603759764,-1.12028684710361,0.951972797501634,0,-0.446137831739148,0,0.34409871450937,1.0315701482137,-0.69011600841523,0.0584767229505598,0,0.626565569959157,-0.131167748807165,-0.236498835230057,0.105437264535602,-0.538747703124229,2.19166198894568,1.29830895938311,-1.40150877654661,0,-0.163844154696707,0,0,0,-0.29271356381236,0,0,-1.11938801504862,0.566853356122573,0,0,0,0,0,0,-0.0230702198999339,0.960176460851794,-0.599904383277466,0.199982580026487,5.23280610740182e-05,-1.88935388108422e-05,0.0991292756871616,0.113846713014871,0.030393553315186,0.0747343669674364,0.220198218141402,0.120904252902687,0.117682798287507,0.223110821683749,0,-0.274662784964698,-0.0232463397888927,0.942953038845043,0.799958184903838,0.399878304484759
"1988-09",8,-0.0258770838517043,-0.00211898940505306,0.00505200594353639,0.0186478271584654,0.0195668409260643,0.00202370627348936,0.0105836575875486,0.000947268708556992,0,0,-1.02475335997169,-1.13545076511585,0.962686833094302,0,-0.450366431296354,0,0.31965578323999,0.984129496446492,-0.704886993010888,0.0703166379753216,0,0.685920905920848,-0.128156563428257,-0.221936672676929,0.11673797030705,-0.546522625960295,2.19442427293371,1.28707079981746,-1.39908058664134,0,-0.152944649079285,0,0,0,-0.290515892229315,0,0,-1.12352777640705,0.557199616082082,0,0,0,0,0,0,0.00360315416761296,0.963636124668356,-2.86817515466782e-06,0.517333418853754,-0.134111318518617,-0.148552367674131,0.0598910289552203,0.0899405963649329,0.0782381652889622,0.118265109683196,0.271309568847154,0.115109577724553,0.106213302530207,0.161032650605775,0,-0.242466622297482,0.00767854421740837,0.950193545448755,0.799999973221658,0.307687517967533
"1988-10",8,0.0472541507024264,0.0225416530545575,0.0461265523358958,-0.00196769697466592,0.0669322709163347,0.0403007518796992,0.0371267150928167,0.0546120546120545,0,0,-1.01942052797244,-1.1179141685517,0.989771402520574,0,-0.463054014612555,0,0.272590135056927,0.99916747349234,-0.710165795814576,0.0842850806025864,0,0.714081417120042,-0.121912024100952,-0.260671594555233,0.126865688641329,-0.746758142359189,2.1976299022084,1.29430068250435,-1.38922722621883,0,-0.16228124794233,0,0,0,-0.267997840236246,0,0,-0.966490748253194,0.547201548470707,0,0,0,0,0,0,0.0391158064523899,1.00132952881141,-0.336145447913539,0.36698497156305,-0.096862986975871,-4.98538524953262e-06,0.0917709447110073,0.103758097081052,0.0494187653794433,0.0925592122864521,0.241519199136889,0.117555652604833,0.112706102527743,0.19071202627258,0,-0.210222786402649,0.0442754184706899,0.992263762301647,0.79999839183771,0.257054169776869
