"index","date","Gdp","gGdp","ConSpending","gConSpending","GovSpending","gGovSpending","GrossFixedCapInv","gGrossFixedCapInv","Exports","gExports","Imports","gImports","M0","gM0","M1","gM1","M2","gM2","M3","gM3","Cpi","gCpi","CoreCPI","gCoreCPI","PPI","gPPI","ExpPrice","gExpPrice","ImpPrice","gImpPrice","ToT","gToT","UnempR","gUnempR","InduProdI","gInduProdI","GovDeficit","gGovDeficit","GovDebt","gGovDebt","TotExtDebt","gTotExtDebt","CurrentAcc","gCurrentAcc","CurrAccPercGDP","gCurrAccPercGDP","ForTradeBal","gForTradeBal","InterRes","gInterRes","IntRate","gIntRate","wAU","wCN","wEK","wJP","wNZ","wNW","wSD","wSW","wUK","u","rPPP","PPP","rOneN","OneN"
42,1996-04-01,0.0738081534043565,-0.0318573473797061,0.896679435128956,0.00206853004054011,0.609067789887708,0.049845851475841,0.356105897694332,0.00172050575842963,0.0367680249921676,-0.112283398642137,0.305699396602028,-0.00192676460658258,0.023508510763521,0.032812320885622,-0.00875395119780943,0.0444858106882567,0.0021306029829444,0.0176147148453575,0.283631370885287,0.014369406505418,0.0504218509186482,0.0654894342981184,-0.520306004668404,0.0451253193742281,-0.0762062865866421,-0.0144353583866678,-0.972902236032629,0.000267608966398896,-0.999878617340141,-0.0111996735568605,-0.986782268197981,0.0168401875204259,0.636568101728315,-0.105138705065857,-0.971104419827945,0.0106922621914207,-0.315670182388354,0.0518255199603946,0.401637294295948,0.104553854375755,0.0337724287163047,-0.141373188763367,0.0029455714746625,-0.00997385042822114,0.020180757290543,0.048193711937969,0.204636621870849,0.0915191252341513,0.000708167208746132,-0.00131445642314565,0.164842721840012,-0.0105462556784298,0.683087085298603,-0.241068986985148,0,-0.0217895923274297,0.668186100098937,-0.0114274761181802,0.293034844767404,-0.30863620131417,-0.0614473636824583,-0.18526631399748,0.0777943110446175,2.01582543824124,-0.000834464210263253,1.10978257178073
43,1996-07-01,0.213962742324129,-0.0156069367940793,0.855316534055851,-0.000317400939165921,0.424090414221518,0.000586777598757693,0.186376191644672,0.0112618963076294,-0.0049180138382534,-0.152725422169354,0.389290080508309,-0.03075644307593,-0.0189456138479945,0.0460054446975788,0.0139647114217769,0.0102549880986192,0.0352917944061937,0.0533742258547908,0.225153959139076,-0.052587246281388,0.0223691157228058,0.0262032834417601,-0.571447331213449,0.0240540054434829,-0.12732919329849,-0.00999185488727982,-0.949761317388059,-0.0131422294355155,-0.997126964561763,0.0150184261098398,-0.994884405451745,0.000847275250670628,0.848811154779787,-0.0122671000072645,-0.961475190326363,-0.0227114763487373,-0.155564291683801,0.117904837847381,0.0843556000882268,0.00299696407248787,0.175723898358756,-0.107864982763231,0.0230205587113022,0.0011544627682194,-0.00348145282078563,0.00603329974825631,0.256524532968907,0.014851696777588,-0.0136805572026831,-0.0148630379502969,0.439045994152748,0.00512381165023531,-0.197067318805928,-0.363170771656925,0,-0.140647986560857,0.282947810802792,0.318905861602718,0.422456861807428,0.222977187760324,0.451726319412466,-0.252306162410442,-0.00229295775164201,2.01120323567666,-0.00874935335772647,1.10007269190997
44,1996-10-01,0.265047108142092,-0.0437215072346459,0.889591217192041,-0.0309696568868173,0.632155061428949,-0.00797451734495389,0.190977492583821,0.000300133199031175,0.0154198498345362,-0.0764267107121809,0.458761004105637,-0.0501844317692599,0.012237481785569,-0.026743613317533,0.190272138544804,0.0260260816754893,0.0176814572732714,-0.0131897448865948,0.16254820218156,0.0110394947823407,-0.00300359105878942,0.0416069530695357,-0.320725384100512,0.021949805338466,-0.0601204469626213,0.0890025571535645,-0.956001585300861,0.00259565427120261,-0.996610174063283,0.0586999844551709,-0.991209486208441,0.0222225046616978,0.774398017714817,-0.0180727322340519,-0.97176738039952,0.0118178416021501,-0.139729643833131,0.00129294155571896,0.112544730917818,0.00731715168867925,0.0483504273447233,-0.0725628925264295,-0.0031887096963854,0.0576181731283859,0.0141716451328574,0.00875262764998443,0.480133949324599,0.00129123324492999,0.0339323319373854,0.00448256433526353,0.47031244346874,0.0385693316953582,0.269761136918242,0,0,-0.198356253057773,0.113003080248268,-0.353721199831948,0.00523998904641423,0.304215813889686,0.861368586908115,-0.23865452531555,0.0116786471657004,2.03469136864465,0.00570145485305009,1.10634470669797
45,1997-01-01,0.193417021714828,-0.0496785675975166,0.9955905074825,-0.0470740164791759,0.545831736468608,-0.0137308130328655,0.1133474795722,-0.0255692632561439,0.0108651180303077,-0.0721941812207531,0.37643821666172,0.0228373551552889,0.007173207110924,-0.000143312291170896,0.110546471730826,0.0567537177231819,0.0409537537485891,-0.00905114966493464,0.259420391262207,-0.00216272975826431,0.0608693145485367,0.0142237745940222,-0.51500554205543,-0.0127828965409046,-0.0909852488021255,0.0380727321029581,-0.959915930211318,-0.0093712684476448,-0.993849199482249,-0.0447006575373309,-0.976118461037064,-0.0050740012284396,0.874784508509954,-0.0332701360765787,-0.979201056460011,-0.00143085399111402,-0.0895145291074014,0.0146909451057385,0.0764997958147776,0.00187385693713691,-0.00540803579904978,-0.063205530212102,-0.00419188133018151,0.0358672695023768,0.0762807964597193,0.0476627588124321,0.515516585953616,-0.00963576665281987,0.0343157513151267,0.0180989183925822,0.341807517246817,0.007290837409161,0.0299601194118071,0.345899166505857,0,-0.598580404027707,-0.343411708579766,0.931996225343753,-0.101227212185,-0.0959259062408491,0.830385373359641,-0.165258893535077,0.109031271034908,2.25653635473173,-0.00467562991223893,1.10117184829409
46,1997-04-01,0.249315619065538,0.00729310660658889,0.9267928676473,-0.0535101625656197,0.43085900122638,0.0148092455010756,0.0566101905915731,0.0142442395381388,0.0176465838060079,-0.0724640707484958,0.31866159364522,0.000650989556234794,-0.0512578458185228,-0.0121385561510558,0.00816043171580749,0.00408216092250557,0.118427457434765,0.0876273534215211,0.408782349848741,0.0129903834164958,-0.00784148866322143,0.0364560814442622,-0.428179873243899,0.00335975189136026,-0.0498825062717189,-0.0121625868998004,-0.989805671852999,0.0322919492513686,-0.999945027787675,-0.0410209719220609,-0.997848155271917,0.0146663950614384,0.981499149785059,-0.056780162494204,-0.988452756203758,0.00156875790002677,-0.159014406947465,0.0305649857831183,-0.0230536807577456,-0.0127740932684354,-0.0602900272504674,-0.0363675469566378,0.0202159027762858,-0.0278715463825115,0.0743957925711161,0.0285965976717658,0.359625921969437,0.0728720789360045,-0.00603489019185525,0.0489386731675624,0.422206214337985,0.0708094509574664,0.607347789639905,-0.106213743596278,0,0.122130933561459,0.0682780809194829,0.0309600403224084,-0.225938181734701,-0.177694767130669,0.6700410801991,-0.249683966233351,0.000316283696980828,2.25725006039238,-0.0444768276486452,1.05219521778597
47,1997-07-01,0.224239416470992,0.014807208634036,0.860265178178401,-0.0469093050253489,0.435574088950198,-0.0357960312248706,0.0366623283173846,0.0091758168541938,-0.104384711966275,-0.0075404388258265,0.326850326424383,0.0035379859555011,-0.00282516412209015,0.0135265561129181,0.024689349227732,0.0206183624349392,0.0966340757473531,-0.0148719506704934,0.305290546215668,0.00096003580769715,-0.00542216409840343,-0.0523982958281818,-0.653887363500437,0.0381326668443569,-0.057461829581972,0.0406981132760229,-0.985826249531597,-0.0129227891996652,-0.983558825214743,0.0350931180113183,-0.99490825057294,-0.0668428604682246,0.97444119619834,-0.081290343173539,-0.976483117836707,0.0157196670470839,-0.0658590551957497,-0.0155100495601065,0.0680340604535817,-0.0568079280609498,0.0304777390631752,-0.008753928152399,0.100200083600354,-0.00883568059707042,0.00473703302523167,0.0349580666393461,0.410488900775979,0.0174218404678429,-0.010389757736515,0.00425584627845618,0.365945892348252,0.108783553343296,-0.189338523467776,0.372580573911896,0,0.554495324572399,-0.10377621065101,-0.173560192954604,0.0449181301050069,0.523350616721851,-0.0306848703920315,-0.200344882511665,0.0569159180156063,2.38572351977039,-0.0089866098743111,1.04273954985211
48,1997-10-01,0.459372884525932,0.1537678147796,0.973690385897923,0.0390029326891156,0.429953169103471,-0.0145406589104547,0.12764716977743,0.0818617292893062,0.0158734676099549,-0.00388365442661385,0.170910016396516,-0.0135447011270645,0.0239443744175334,0.100427027651955,0.0227903555982171,0.0232110639385383,0.00806590631830827,0.0697466131378642,0.115879987248603,0.118159120216205,0.0593582522985208,0.0352961222858498,-0.689613062922882,0.0115710095668821,-0.0324901539715279,0.066902673797064,-0.957856401360055,-0.00378737616335886,-0.992319764635619,0.0273352264290814,-0.993330800016008,0.0668244427846536,0.996528582269661,-0.0218414984889216,-0.999665607261255,0.0371139109389741,-0.0825627233609548,0.092830863604617,0.285852953316958,-0.000467798120612088,0.0427237247201604,0.00834203084718202,0.0229721274274739,0.0640051581717297,0.0202489809938753,0.00496109281309945,0.217489758193759,0.0274543213366774,-0.0365468857407145,0.00891898212300579,0.0855307656525556,0.0308339011097001,-0.484272657282474,-0.0797142301867113,0,0.148765101412219,-0.450928267828636,0.467161607495635,0.281045288834941,0.554193390519361,0.557170250895195,-0.2160843855681,0.0371203496808049,2.47428241106599,-0.0143228221823777,1.02780457669705
49,1998-01-01,0.19323663489886,0.0417904999217064,0.967404990296544,-0.0242263838962508,0.678441948649338,0.108457257059603,0.0138192791439424,0.0488716190199489,0.0158541089838369,-0.0279223525681122,0.280593587238198,0.00810780233699099,-0.0123705445801542,0.0325473051432057,0.0345485529751215,0.135107059052294,0.0139965306666466,0.134736127514372,0.231588878121664,0.0291052663786621,0.119105609074959,0.00885437877871004,-0.614293195805675,-0.00725294297596128,-0.184240784385126,0.00289390082032219,-0.977817489720736,0.00175209938574456,-0.993101433875473,0.0310640882612341,-0.996254316366441,0.0219154145305765,0.929356560067304,0.0206582921032865,-0.966939547040916,0.0589425480250556,-0.168203272064584,-0.0403890419325117,0.178286998694213,0.0585839304001807,0.0256022774630369,-0.0503465193162489,-0.0487566999738572,0.0584458841711555,-0.060509705278088,-0.00692370115528999,0.181622031931386,0.060074081460952,-0.00495688627453429,-0.0297996009613371,0.0190214617925002,0.0156902297676847,-0.449464231441108,0.372195196856164,0,0.059959949482207,-0.414215737429335,0.0869573023108789,0.198066640241894,0.30044850838432,0.836436128230775,-0.190760375310902,0.0699487116053287,2.64735527786778,-0.0497640800319077,0.976656827485137
50,1998-04-01,0.406606955968153,0.0772233654289518,0.980097827756217,0.102968026755406,0.898405847702814,0.0308911023981616,0.10025941739354,0.111010698941899,-0.0143247607091126,0.000462627460459226,0.112158705496272,-0.0117890568053021,0.0618612674913351,0.0361356805887508,0.00385274547088486,0.0895099091783474,0.00944206551476647,0.068453111099663,0.015117487798415,0.0197702866524222,0.106851459672785,0.0113708381693101,-0.633462992322126,0.00763771784576256,-0.0489946848607476,-0.0083993651551602,-0.979130892643917,0.0975777596065133,-0.984163991225995,0.0265396019488953,-0.989551743448949,-0.0217214412028535,0.983119261600649,-0.00453039509990544,-0.950777458149684,0.00493048110153919,-0.0205424750280613,0.0179349653857832,0.177559668737175,0.105332945294339,0.0135697714234367,-0.00538943128175037,-0.00654939150649481,-0.0141248604120742,0.0856492634980031,-0.0113507406668909,0.0921785493883926,0.116020477986463,-0.000903315939931794,0.00273264363848964,0.163176682281419,-0.00610925962136108,-0.0150799597559206,-0.073207465601269,0,0.0317314933382054,-1.01191545338451,0.311996067875792,0.779989601443875,0.503216880058718,0.467065232641622,-0.231979828573369,0.018878613459445,2.69733367484847,-0.0152570025977968,0.96175597173104
51,1998-07-01,0.397918894806092,0.074900695447581,0.982271494266926,0.0192643408218331,0.477632172260877,-0.023094518803222,0.0228289870461581,0.0146523674894622,-0.00278262487467931,0.0389461844064099,0.326350553025312,-0.0114633797611984,0.0357622744861707,0.0227064429310433,-0.047793104063829,0.037109612447046,-0.0673956824289562,0.0463265811504439,0.0764055238010592,0.0703263414486276,0.0850593926311827,0.0554987870778436,-0.758176494101654,0.00934423109803984,-0.0828774696729267,0.0531115283910054,-0.992315732507457,-0.00901905280379846,-0.980580025852912,0.00479490275948383,-0.997677677942745,0.0590917768742531,0.994287388666311,-0.029668788888463,-0.962175468595639,0.0122960022757447,-0.163034413048296,0.0219352636403322,0.0866518721873655,0.0239103164875461,0.0374467818839266,0.00394965273777977,0.003455216480425,-0.00646285216141123,0.119934117577563,-0.0251719200564825,0.264983962878867,0.0222144283983865,0.0156619709949943,-0.0362086262324501,0.194609306267738,0.0613690273511881,-0.0776238946672152,-0.251962951582169,0,0.0393303161861263,0.108346454234894,-0.261781495518447,0.364094636845517,0.467104888600722,0.600898026676329,-0.247351258983317,0.00266642117316013,2.70452590247016,-0.0291366390879541,0.933733635092028
52,1998-10-01,0.336898317648153,0.00867827538506776,0.947610161495184,0.0399506191396557,0.377001658772963,-0.00786535731799175,0.16428832787532,-0.0293118377597475,0.017598254274228,0.00810355873350859,0.241572970775537,0.0167262177685379,0.0100480145479327,0.0657491323633123,0.0144296021583656,0.0105763208815988,0.00734192093098921,-0.0637470796460963,0.12458808418738,-0.0257280671258839,0.25287219289208,-0.013644640942506,-0.75381987448991,0.0105900333329651,-0.112187330016251,0.0103236456740735,-0.99724259456751,0.0031005633915507,-0.993958087358908,0.0423283041607573,-0.999504565274955,0.00346554502567477,0.972134827699161,-0.0363141835507355,-0.994214514817989,0.0443330496897299,-0.0718887189319219,0.0266181213132679,0.100267584993461,0.040075692442287,0.00434216797975984,-0.0148371771433895,-0.00634460420082911,0.02026954313152,-0.0155198938880708,-0.0524641861805508,0.316958760011491,0.00859842531755756,-0.129817897458814,-0.238851956961579,0.0939217980570393,-0.0360338050007511,0.388174220193822,-0.111086143126341,0,0.468894034477373,0.540775162784308,-0.299677350884507,-0.0935319021082552,0.268980252706872,-0.156785149532883,-0.233701444799917,0.0169969555607052,2.75049460904722,0.0170470560686693,0.949651044722644
53,1999-01-01,0.316529284254794,0.0524390380489329,0.963414207943801,0.0755689888638243,0.19377527259696,0.0117806016681724,0.0411972525218685,0.00976012379276343,-0.0082677671045428,0.0258219750691174,0.0910228216396836,-0.0183049162173085,0.00981547215119274,0.0201756466174183,-0.00423330907468362,0.00950069137885255,-0.0190068151928025,0.00900443532020286,0.177471896716643,0.0785525460309543,0.072890531584754,0.0559966902217905,-0.542885453728321,-0.0293255670228603,-0.139184965384401,0.0953449345524479,-0.959301122508149,0.0269497781036302,-0.995482529634305,-0.0405948064031576,-0.992700704076291,-0.00637526896848811,0.965458121017737,-0.163486257913592,-0.94282477053672,-0.0069580418354358,-0.313097722691282,0.00107616636113079,0.315209345203943,0.036451747674192,0.019215220908944,0.0927872903658956,0.00770968309875629,0.011765497395314,0.121379348642677,0.0505150287406138,0.544204415354277,-0.0546392991625158,-0.10872375122026,-0.00392762662034665,0.0136856810851613,-0.00902882148306708,0.329806411481728,0.283900527061059,0,0.368291009481091,0.0204246046107581,0.115716552943139,0.346327168852787,0.0448222620165531,-0.500645859520109,-0.178715358750404,0.0875382307413096,2.99126804078673,0.0273045097465572,0.975580800929102
54,1999-04-01,0.476472039609895,-0.00043809379176455,0.274097352107273,0.0515943997287966,0.384333972913244,0.046644657898039,0.170437265761098,0.0192808515766177,0.0450461861055873,0.0383647272731133,0.132164008629686,0.00122475942501491,0.00839961183193395,0.049741670725024,0.0168543074129755,0.104390264423422,0.00170688511982883,0.0242835119891039,0.217780749029899,0.00538409145817812,0.0349892603933024,-0.0440686155148886,-0.815979409261962,0.0794520484100592,-0.0872413006287482,0.121853878861045,-0.990028812694283,0.0233235504203916,-0.994952813150974,-0.070062725451156,-0.994448523863221,-0.0140070353677723,0.966628984600198,-0.0712853439010218,-0.994298066886964,-0.0157015959784385,-0.0313155520144014,0.0568310557681308,0.202076682290616,-0.0450364164905601,0.0979241073892878,0.0156538674251545,0.062730052529499,-0.00550878984449037,0.0116729259875194,0.0145240434469623,0.429963065533574,0.0306973265666982,-0.388085956911707,-0.0267624792145845,0.0017596508574596,0.00929990060943302,0.546480090077374,0.322904091813124,0,-0.0562849239589713,-0.0937836121937799,0.372053838938975,-0.413670088479968,0.137555506977016,0.17746979388678,-0.237220196741357,0.0132044457584746,3.03076607738035,-0.0152691078062136,0.960684552506043
55,1999-07-01,0.417970062902845,0.0218581510908479,0.121556347168752,-0.0178914286786576,0.11212613611648,0.00834565087017258,0.0313078321031983,0.01407481354794,0.00707799871944916,0.036947601628416,0.0497234103613447,0.0409652382362744,0.102275632164251,0.0536051286317652,0.0316323514398566,0.00811336100432242,0.096110184282251,0.0476224552490501,0.416914314454525,0.0104954369699362,0.26935656022394,-0.0394927798175337,-0.832322066154021,0.0277539083109499,-0.200763430836739,0.00504711116406279,-0.975375721873963,0.0335631869406738,-0.993555971610079,-0.071838757742193,-0.993760025992334,0.014085911794844,0.979606537828936,-0.0196105307543219,-0.977288864416587,-0.0322313519701522,-0.128993320715416,0.0985062915403826,0.491208999568129,-0.00681715121840822,0.202102337771752,-0.0230379876529294,-0.0545207334188582,-0.0301920383941129,0.00245008557205301,0.00614899872325915,0.585077168041051,0.0201691533401678,-0.0759743412709754,-0.0273418440733658,-0.00285882962972706,-0.0190064802914949,0.049147998680893,-0.282327711642789,0.0841407005835568,0.709565634113596,0.35919573572984,-0.244716362778297,-0.0720794467555105,0.0315991392563516,0.360552247844768,-0.263108315168306,-0.0126949491622389,2.99229065610537,-0.0117761184459161,0.94937141742657
56,1999-10-01,0.352207599649166,0.0436144025371699,0.135552413993304,0.0671669440384132,0.37676954832192,-0.0112468809017545,0.123275672767681,0.0371674348079581,0.292930730921465,-0.0739578770624956,0.013704307782665,-0.0307240173288109,0.156263369204099,-0.00640499165110266,0.0232078980884661,0.0226496799441006,0.0964505579607476,0.023370403738774,0.325587218850888,0.0531100950218916,0.200156425182039,-0.0664171473444406,-0.704418826512694,-0.0127628981656615,0.0142696340299287,0.0951059712382186,-0.97835057294339,0.0433488217138605,-0.992325215487814,-0.0110748372945673,-0.991451981560724,-0.0353414557544158,0.959291480405959,-0.00104292332946384,-0.973260762581512,-0.0169386867737628,-0.0611331270742807,0.119641857369749,0.447423650033995,-0.0112359010028199,-0.00699880878422355,-0.0541880801806492,0.030381860730041,0.010578571042279,0.0277639391456556,0.012933649623476,0.693096854638103,-0.017089243301606,-0.0513114080911672,-0.0137624442326901,-0.00482441170106343,0.0222208612196833,0.168651134761626,0.48732915353569,-0.0396659848740926,0.447689761337704,-0.296544792483262,-0.113976531291899,-0.0301520585522235,0.0999525919199672,0.289205205484353,-0.182038419335761,0.082540712029984,3.23927645746098,0.0354577239398143,0.983033967062031
57,2000-01-01,0.126992563332281,-0.0185054454725901,0.0127711342964208,0.0752701599506963,0.118301066816649,0.000158883368870923,0.00599022707813551,0.0674238731860746,0.194216780353078,-0.0219165049428056,-0.00140039019585128,0.0412293180884583,0.337359522567758,0.0479764992507135,0.125883693107652,0.0724551950703799,0.782906975700393,0.107985077177573,0.284279598289557,0.0375856227793869,0.273988838890447,0.00651680308789839,-0.30524783755549,0.0449832330978133,-0.174880942429374,0.141504952432991,-0.992547133433422,0.0611443349633488,-0.994439759186681,0.00295681958181593,-0.995030990001607,0.0918981932231121,0.969758740944868,-0.0489316891769675,-0.962008233454332,0.023088850585699,-0.0238527517530197,0.102322736185297,0.631015049457644,0.0433621982565919,0.0455369088466548,-0.111701264332891,-0.0281868032033305,0.0165471484640015,0.0146562564580632,-0.0197485820045175,0.177079164420489,0.0319580918303915,0.00119912545669651,0.0876874275999867,-0.0128102208263288,-0.00632055693148681,-0.27555990886304,0.372928983339088,0.0442684673756516,0.174394930982457,-0.505396535723722,0.0635194014426844,0.243339368312914,0.182918664833958,0.69838334923862,-0.274241706726327,-0.0228716218869453,3.16518895113865,-0.00947519311222044,0.973719530388246
58,2000-04-01,0.145642562962118,0.0449540242404697,-0.0133312547694908,-0.063340410293436,0.278179596334129,-0.0205626767279644,0.101316017768745,0.00318089817200623,0.413943647503562,-0.0311857091387399,-0.0161809421531915,0.0481620579168336,0.229263773949525,0.0404660664773894,0.417618117076726,0.0622246029803351,0.513166061488794,0.0893001297577656,0.623847527860305,0.0138163931753547,0.164752614398716,-0.0175420709612258,-0.287135946050092,-0.0146144451357825,-0.0534443729823039,0.0304688257986369,-0.959283309044685,-0.0115788296635132,-0.995779073092698,-0.00252014836688973,-0.999010504243293,-0.000524847171878152,0.975049608905062,0.0380347377624123,-0.895307773901125,-0.00136556279409798,-0.0114075148461673,0.21121995100868,0.259846434717668,0.155686763153279,0.257444020114552,0.00773433925787026,0.0299564830337002,0.00121573355829059,0.0466861356043659,-0.057916155754501,0.0630828170648793,0.138195059901063,-0.0465604958268109,-0.0021442948834778,-0.022356641164075,0.0400364755302381,-0.0652016646484332,0.306408632578211,0.151085179876581,0.427580501708509,-0.0517497014761928,0.018176247906109,0.0827963500356536,0.240936666416269,-0.116584223776952,-0.28378023971228,-0.0311881006300786,3.06647271961732,-0.04498692722092,0.929914880741082
59,2000-07-01,0.102573798305707,0.00754927311905471,0.0763466037314475,0.0402759897670953,0.311136227413805,-0.00102031696808531,0.00962823785068162,0.0443233606671592,0.462228675572931,-0.0583080531701248,0.0110217882302034,-0.0620607970685346,0.387482490506558,0.0547289597872571,0.0666910585522055,0.0470875758823648,0.301555938585203,0.140158266750436,0.445444526370088,0.0144200558182606,0.253508083049035,0.0478612518232165,-0.23303176278666,-0.0181215727381308,-0.203483091628625,0.273480520596202,-0.991821120090497,0.0118736911650488,-0.991893844475869,0.0519876777553114,-0.992355690131767,0.00708114163759016,0.944687813866478,-0.00298603741191043,-0.959662320102529,-0.0462556083532876,0.0160310967676797,0.0816188492097003,0.131556312547338,0.136860168213828,0.325729643292912,0.0185961721248637,0.0097188901030108,-0.0125577003941328,0.156078776037223,-0.0405390065872923,0.143720814744493,0.0365845888096321,-0.0123552913056457,-0.0426012365730512,-0.0890035671497088,-0.0574289276305914,0.13209801706882,0.446570287646028,0.0208642734564787,0.501792455286508,-0.225755901616225,-0.388431681123563,-0.0461923415393207,0.247726538426124,0.309257706744764,-0.256541317198432,-0.00643640067910194,3.04673567252233,-0.0201868867546049,0.91114279435214
60,2000-10-01,0.22909641903129,0.00639381950161384,0.0716803757592111,0.0545873183592163,0.134944739522443,0.021966160509178,0.31595897175953,-0.0170556588582546,0.167989801622147,-0.0546939923167529,0.0294779591926782,-0.00197454905934728,0.873884337982797,0.0387212016233213,0.00521104555681657,0.034429865946587,0.375563649155525,0.0427610649890832,0.412222248151052,0.0430661827767467,0.22205659792844,0.0143829417129126,-0.0555077811826279,-0.0237252162287521,-0.0124640448924651,0.305057099627625,-0.961846124061661,0.0318847923274288,-0.987166609613016,-0.0518573984272428,-0.994415524646488,0.0580902081881505,0.988050285391024,0.0355708517488758,-0.652965607891364,0.00420142715342964,0.0488516079437557,0.160085542968949,0.00533937516326705,0.0515217478771221,0.613821257463864,0.0617691022485125,-0.0183841858668119,0.0166455972854708,0.405581837609616,-0.0851476698820485,0.0219422438926316,0.014957775305575,-0.0106174984147716,-0.0314611108996472,-0.029263675689788,-0.0312211265131668,-0.474093680836199,0.0683901163183432,0.2082069781962,0.069523460049369,-0.216614925247605,0.174082657816604,-0.21868227201543,0.763031873105116,0.611030951114665,-0.250103911678006,-0.000103884692325838,3.04641916332439,-0.0660195456694191,0.850989561029047
61,2001-01-01,0.442188653687442,-0.0783804072180654,0.179627851838213,-0.0124051175380892,0.304887405809112,-0.063761841766833,0.282866111292149,-0.0127335416312141,0.212529192986838,-0.0912153655463084,0.00913417414587676,-0.150466481339473,0.832928723960102,0.0496577064587144,-0.0433510633980466,0.0190403939805978,0.18441565225329,-0.000338063850609638,0.0707222480018795,-0.0200238588481458,0.0907409153365922,0.146780237178582,-0.128788884186668,0.038658391187978,-0.0566651153038647,0.209176063889463,-0.959028124355167,0.0504620162324711,-0.989428757608132,-0.471157851193605,-0.996167810701528,0.00578202671641414,0.913459737100754,-0.0112647918158448,-0.56021078032391,-0.0504819280631273,-0.0145375749555926,0.19514211830918,0.0826223874396943,0.0241306331496322,0.493187207698211,0.00343792193526399,0.0162871162627256,0.0692767332324447,0.157818010599054,-0.026993042552009,0.0252991215446945,0.060301636737775,-0.00172951783436573,0.00166111566192459,-0.0319270265496507,-0.0286807237867903,-0.10131390758844,-0.133971434737075,-0.00387741684531757,-0.0737707360536911,0.482223284482657,0.553829627321691,0.00183767156964869,0.24600781139291,0.0465308435635106,-0.172986832829082,0.0964320962886744,3.34019174941775,0.0395662416029771,0.884660019602333
62,2001-04-01,0.231479110892592,-0.0588827028449408,0.0242966904926797,-0.0680244176161588,0.36335500698277,-0.0536133249780131,0.245116623870907,-0.0314253575263985,0.105233198918085,-0.017662457502408,0.039616053867407,-0.0285406445616589,0.988130320711002,0.016185980665843,0.0338565457013923,0.0460798922159857,0.399479464186778,0.0542359560310058,0.26305447724452,0.0181512401979183,0.00223204069084059,0.0204942404888375,-0.229460512909287,0.0187740482034552,0.00723275302237578,0.191308047842762,-0.998098862300218,0.012025433245211,-0.997584481604293,-0.212755740201539,-0.999752234835515,-0.0260716525647339,0.957899158797281,0.0848736770398208,-0.556623554481671,0.0159822613564626,0.0442774768293504,0.0509438866671066,0.167594322295495,-0.015490608418908,0.397856342847118,0.0428004439204861,0.0841471486592901,0.00640007259226117,0.108187148401885,-0.0261459410660401,0.0258734117698251,-0.0520616079113857,-0.0423089246136163,0.0231477246806096,-0.422639889024351,0.0121525346439398,-0.389436368674064,0.459191467726338,0.0170331975844931,0.120776695362291,0.0374103279058125,0.119383452647792,-0.205123101120917,0.291636361016507,0.529625693457595,-0.27411974272714,-0.0227629516717049,3.26415912605153,-0.0842506868933011,0.810126805283796
63,2001-07-01,0.374708212142019,-0.00875590085982191,0.0415335128455299,-0.0275302233659072,0.16037636987215,-0.0541458693677658,0.0208434477447054,-0.158090214123799,0.0613741752875227,-0.0888869741335849,-0.0152343317125644,-0.0504642408503604,0.994696473622104,-0.00193255084761849,0.0486934051694054,0.00608852251140511,0.530844564869118,0.00317881442825421,0.187689723090395,-0.0230605905866006,0.0415164511407685,0.0173548002507693,-0.104042389252676,0.0245668167067492,-0.0353046076315339,0.0610089702230936,-0.969153244313177,-0.0272186176251178,-0.988061225094021,-0.555589725694707,-0.987435831754881,0.0574035453124819,0.929899295240246,0.0209408942693305,-0.458141685104855,-0.0271418316296509,0.0284442673929205,-0.0335331226951338,0.00166150850963663,-0.0043810106038711,0.497832054314768,-0.0115408631849203,0.131611235059062,-0.0537220317400126,0.128691662624603,-0.0355552792020828,-0.0209166385170813,-0.015509324887085,0.00881824174488978,-0.0375307895627505,-0.675259823070081,0.123550156235661,0.346570595886425,-0.0743541000493108,0.156329415125124,0.0171509068432377,0.20413952266228,0.426787929212523,-0.148510791374596,-0.122211767972427,0.194803380451103,-0.230563059778255,0.0204402263602278,3.33087927746382,0.00188170624904818,0.81165122595582
